study,questionnaire,question,item,dataset,variable,concept
soep-is,soep-is-2011,Q133,bstor05,mb11_inno_final,bstor05,
soep-is,soep-is-2011,Q133,bstor06,mb11_inno_final,bstor06,
soep-is,soep-is-2011,Q133,bstor07,mb11_inno_final,bstor07,
soep-is,soep-is-2011,Q133,bstor08,mb11_inno_final,bstor08,
soep-is,soep-is-2011,Q133,bstor09,mb11_inno_final,bstor09,
soep-is,soep-is-2011,Q133,bstor10,mb11_inno_final,bstor10,
soep-is,soep-is-2011,Q133,bstor11,mb11_inno_final,bstor11,
soep-is,soep-is-2011,Q133,bstor12,mb11_inno_final,bstor12,
soep-is,soep-is-2011,Q133,bstor13,mb11_inno_final,bstor13,
soep-is,soep-is-2011,Q133,bstor14,mb11_inno_final,bstor14,
soep-is,soep-is-2011,Q134,bvergl1,mb11_inno_final,bvergl1,
soep-is,soep-is-2011,Q134,bvergl2,mb11_inno_final,bvergl2,
soep-is,soep-is-2011,Q134,bvergl3,mb11_inno_final,bvergl3,
soep-is,soep-is-2011,Q134,bvergl4,mb11_inno_final,bvergl4,
soep-is,soep-is-2011,Q135,,mc11_Inno_final,cein4,
soep-is,soep-is-2011,Q135,,mc11_Inno_final,cein3,
soep-is,soep-is-2011,Q136,,mc11_Inno_final,cein9,
soep-is,soep-is-2011,Q137,,mc11_Inno_final,cein1,
soep-is,soep-is-2011,Q137b,cein1s,mc11_Inno_final,cein1s,
soep-is,soep-is-2011,Q138,cbet1,mc11_Inno_final,cbet1,
soep-is,soep-is-2011,Q138,cbet2,mc11_Inno_final,cbet2,
soep-is,soep-is-2011,Q138,cbet3,mc11_Inno_final,cbet3,
soep-is,soep-is-2011,Q138,cbet4,mc11_Inno_final,cbet4,
soep-is,soep-is-2011,Q138,cbet5,mc11_Inno_final,cbet5,
soep-is,soep-is-2011,Q138,cbetka,mc11_Inno_final,cbetka,
soep-is,soep-is-2011,Q139A,cver01,mc11_Inno_final,cver01,
soep-is,soep-is-2011,Q139A,cver02,mc11_Inno_final,cver02,
soep-is,soep-is-2011,Q139A,cver03,mc11_Inno_final,cver03,
soep-is,soep-is-2011,Q139A,cver04,mc11_Inno_final,cver04,
soep-is,soep-is-2011,Q139A,cver05,mc11_Inno_final,cver05,
soep-is,soep-is-2011,Q139A,cver06,mc11_Inno_final,cver06,
soep-is,soep-is-2011,Q139A,cver07,mc11_Inno_final,cver07,
soep-is,soep-is-2011,Q139A,cver08,mc11_Inno_final,cver08,
soep-is,soep-is-2011,Q139B,cver09,mc11_Inno_final,cver09,
soep-is,soep-is-2011,Q139B,cver10,mc11_Inno_final,cver10,
soep-is,soep-is-2011,Q139B,cver11,mc11_Inno_final,cver11,
soep-is,soep-is-2011,Q139B,cver12,mc11_Inno_final,cver12,
soep-is,soep-is-2011,Q139B,cver13,mc11_Inno_final,cver13,
soep-is,soep-is-2011,Q139B,cver14,mc11_Inno_final,cver14,
soep-is,soep-is-2011,Q139B,cver15,mc11_Inno_final,cver15,
soep-is,soep-is-2011,Q139B,cver16,mc11_Inno_final,cver16,
soep-is,soep-is-2011,Q139B,cver17,mc11_Inno_final,cver17,
soep-is,soep-is-2011,Q14,hqm,h11_Inno_final,hqm,
soep-is,soep-is-2011,Q140,cgew,mc11_Inno_final,cgew,
soep-is,soep-is-2011,Q140B,cgro,mc11_Inno_final,cgro,
soep-is,soep-is-2011,Q141,,mc11_Inno_final,cstor,
soep-is,soep-is-2011,Q142,cstor1,mc11_Inno_final,cstor1,
soep-is,soep-is-2011,Q142,cstor2,mc11_Inno_final,cstor2,
soep-is,soep-is-2011,Q142,cstor3,mc11_Inno_final,cstor3,
soep-is,soep-is-2011,Q142,cstor4,mc11_Inno_final,cstor4,
soep-is,soep-is-2011,Q142,cstor5,mc11_Inno_final,cstor5,
soep-is,soep-is-2011,Q142,cstor6,mc11_Inno_final,cstor6,
soep-is,soep-is-2011,Q142,cstor7,mc11_Inno_final,cstor7,
soep-is,soep-is-2011,Q142,cstor8,mc11_Inno_final,cstor8,
soep-is,soep-is-2011,Q142,cstor9,mc11_Inno_final,cstor9,
soep-is,soep-is-2011,Q143,cverg01,mc11_Inno_final,cverg01,
soep-is,soep-is-2011,Q143,cverg02,mc11_Inno_final,cverg02,
soep-is,soep-is-2011,Q143,cverg03,mc11_Inno_final,cverg03,
soep-is,soep-is-2011,Q143,cverg04,mc11_Inno_final,cverg04,
soep-is,soep-is-2011,Q143,cverg05,mc11_Inno_final,cverg05,
soep-is,soep-is-2011,Q143,cverg06,mc11_Inno_final,cverg06,
soep-is,soep-is-2011,Q143,cverg07,mc11_Inno_final,cverg07,
soep-is,soep-is-2011,Q143,cverg08,mc11_Inno_final,cverg08,
soep-is,soep-is-2011,Q143,cverg09,mc11_Inno_final,cverg09,
soep-is,soep-is-2011,Q143,cverg10,mc11_Inno_final,cverg10,
soep-is,soep-is-2011,Q144,csch1,mc11_Inno_final,csch1,
soep-is,soep-is-2011,Q144,csch2,mc11_Inno_final,csch2,
soep-is,soep-is-2011,Q144,csch3,mc11_Inno_final,csch3,
soep-is,soep-is-2011,Q145,csch4,mc11_Inno_final,csch4,
soep-is,soep-is-2011,Q145,csch5,mc11_Inno_final,csch5,
soep-is,soep-is-2011,Q145,csch6,mc11_Inno_final,csch6,
soep-is,soep-is-2011,Q145b,ivornaa01,Innomodul11,ivornaa01,
soep-is,soep-is-2011,Q145b,ivornaa02,Innomodul11,ivornaa02,
soep-is,soep-is-2011,Q145c,ivornab01,Innomodul11,ivornab01,
soep-is,soep-is-2011,Q145c,ivornab02,Innomodul11,ivornab02,
soep-is,soep-is-2011,Q145d,ivornac01,Innomodul11,ivornac01,
soep-is,soep-is-2011,Q145d,ivornac02,Innomodul11,ivornac02,
soep-is,soep-is-2011,Q145e,ivornad01,Innomodul11,ivornad01,
soep-is,soep-is-2011,Q145e,ivornad02,Innomodul11,ivornad02,
soep-is,soep-is-2011,Q146,pek01,p11_Inno_final,pek01,
soep-is,soep-is-2011,Q146,pek02,p11_Inno_final,pek02,
soep-is,soep-is-2011,Q146,pek03,p11_Inno_final,pek03,
soep-is,soep-is-2011,Q146,pek04,p11_Inno_final,pek04,
soep-is,soep-is-2011,Q146,pek05,p11_Inno_final,pek05,
soep-is,soep-is-2011,Q146,pek06,p11_Inno_final,pek06,
soep-is,soep-is-2011,Q146,pek07,p11_Inno_final,pek07,
soep-is,soep-is-2011,Q146,pek08,p11_Inno_final,pek08,
soep-is,soep-is-2011,Q146,pek09,p11_Inno_final,pek09,
soep-is,soep-is-2011,Q146,pek11,p11_Inno_final,pek11,
soep-is,soep-is-2011,Q146,pek18,p11_Inno_final,pek18,
soep-is,soep-is-2011,Q146,pek23,p11_Inno_final,pek23,
soep-is,soep-is-2011,Q146,pekno,p11_Inno_final,pekno,
soep-is,soep-is-2011,Q147,pek111,p11_Inno_final,pek111,
soep-is,soep-is-2011,Q147.1,pek011,p11_Inno_final,pek011,
soep-is,soep-is-2011,Q147.10,pek181,p11_Inno_final,pek181,
soep-is,soep-is-2011,Q147.2,pek021,p11_Inno_final,pek021,
soep-is,soep-is-2011,Q147.3,pek031,p11_Inno_final,pek031,
soep-is,soep-is-2011,Q147.4,pek051,p11_Inno_final,pek051,
soep-is,soep-is-2011,Q147.5,pek061,p11_Inno_final,pek061,
soep-is,soep-is-2011,Q147.6,pek071,p11_Inno_final,pek071,
soep-is,soep-is-2011,Q147.7,pek081,p11_Inno_final,pek081,
soep-is,soep-is-2011,Q147.8,pek091,p11_Inno_final,pek091,
soep-is,soep-is-2011,Q147.9,pek231,p11_Inno_final,pek231,
soep-is,soep-is-2011,Q147b,,Innomodul11,irenta,
soep-is,soep-is-2011,Q147c,irentb,Innomodul11,irentb,
soep-is,soep-is-2011,Q147d,,Innomodul11,irentc,
soep-is,soep-is-2011,Q147e,irentd,Innomodul11,irentd,
soep-is,soep-is-2011,Q148,,p11_Inno_final,p7tag,
soep-is,soep-is-2011,Q149,,p11_Inno_final,perz,
soep-is,soep-is-2011,Q15,,h11_Inno_final,hwohn08,
soep-is,soep-is-2011,Q150,,l11_inno_final,lsab2,
soep-is,soep-is-2011,Q151,,l11_inno_final,lsab3,
soep-is,soep-is-2011,Q152,,l11_inno_final,lsab7,
soep-is,soep-is-2011,Q153,,notdirectlydelivered11,lsab7ost,
soep-is,soep-is-2011,Q154,,l11_inno_final,lsab9,
soep-is,soep-is-2011,Q155,,l11_inno_final,lsab5,
soep-is,soep-is-2011,Q155b,lsab1,l11_inno_final,lsab1,
soep-is,soep-is-2011,Q156,,l11_inno_final,lab01,
soep-is,soep-is-2011,Q157,lab02,l11_inno_final,lab02,
soep-is,soep-is-2011,Q157,lab03,l11_inno_final,lab03,
soep-is,soep-is-2011,Q157,lab04,l11_inno_final,lab04,
soep-is,soep-is-2011,Q157,lab05,l11_inno_final,lab05,
soep-is,soep-is-2011,Q157,lab06,l11_inno_final,lab06,
soep-is,soep-is-2011,Q157,lab07,l11_inno_final,lab07,
soep-is,soep-is-2011,Q157,lab08,l11_inno_final,lab08,
soep-is,soep-is-2011,Q158,,l11_inno_final,lab08x,
soep-is,soep-is-2011,Q159,,p11_Inno_final,paus1,
soep-is,soep-is-2011,Q16,,h11_Inno_final,hzus,
soep-is,soep-is-2011,Q160,,p11_Inno_final,paus3,
soep-is,soep-is-2011,Q160,,p11_Inno_final,paus4,
soep-is,soep-is-2011,Q160,,p11_Inno_final,paus5,
soep-is,soep-is-2011,Q16006,,p11_Inno_final,palo,
soep-is,soep-is-2011,Q160a,,p11_Inno_final,paus2,
soep-is,soep-is-2011,Q160c.1,,l11_inno_final,lal10a,
soep-is,soep-is-2011,Q160c.2,,notdirectlydelivered11,palomitlela,
soep-is,soep-is-2011,Q160d,al10b,l11_inno_final,lal10b,
soep-is,soep-is-2011,Q160e,lal10c,l11_inno_final,lal10c,
soep-is,soep-is-2011,Q160f,lbesch10,l11_inno_final,lbesch10,
soep-is,soep-is-2011,Q160f,lbesch10n,l11_inno_final,lbesch10n,
soep-is,soep-is-2011,Q161,,p11_Inno_final,perw,
soep-is,soep-is-2011,Q162,,p11_Inno_final,paz12,
soep-is,soep-is-2011,Q163,,p11_Inno_final,pbefr2,
soep-is,soep-is-2011,Q164,,p11_Inno_final,paz11,
soep-is,soep-is-2011,Q164b,l1no,l11_inno_final,l1no,
soep-is,soep-is-2011,Q164b,lend,l11_inno_final,lend,
soep-is,soep-is-2011,Q164e,,notdirectlydelivered11,varq174,
soep-is,soep-is-2011,Q164e,,l11_inno_letzte_Stelle,lbra,
soep-is,soep-is-2011,Q165,,l11_inno_letzte_Stelle,lstell,
soep-is,soep-is-2011,Q165a,,l11_inno_letzte_Stelle,larb,
soep-is,soep-is-2011,Q165b2,,notdirectlydelivered11,psstq165b2,
soep-is,soep-is-2011,Q165c,,l11_inno_final,lstd,
soep-is,soep-is-2011,Q165c2,,notdirectlydelivered11,psstq165c2,
soep-is,soep-is-2011,Q165d,,l11_inno_final,loed,
soep-is,soep-is-2011,Q165d2,,l11_inno_letzte_Stelle,lazubi,
soep-is,soep-is-2011,Q165e2,,l11_inno_letzte_Stelle,lang,
soep-is,soep-is-2011,Q165f2,,l11_inno_letzte_Stelle,lamt,
soep-is,soep-is-2011,Q166,,p11_Inno_final,pnerw02,
soep-is,soep-is-2011,Q167,,p11_Inno_final,pnerw10,
soep-is,soep-is-2011,Q168,,p11_Inno_final,pnerw09,
soep-is,soep-is-2011,Q169,pnerw11,p11_Inno_final,pnerw11,
soep-is,soep-is-2011,Q169,pnerw12,p11_Inno_final,pnerw12,
soep-is,soep-is-2011,Q169,pnerw13,p11_Inno_final,pnerw13,
soep-is,soep-is-2011,Q17,hh01,h11_Inno_final,hh01,
soep-is,soep-is-2011,Q17,hh02,h11_Inno_final,hh02,
soep-is,soep-is-2011,Q17,hh03,h11_Inno_final,hh03,
soep-is,soep-is-2011,Q17,hh04,h11_Inno_final,hh04,
soep-is,soep-is-2011,Q17,hh05,h11_Inno_final,hh05,
soep-is,soep-is-2011,Q17,hh06,h11_Inno_final,hh06,
soep-is,soep-is-2011,Q17,hh07,h11_Inno_final,hh07,
soep-is,soep-is-2011,Q17,hh08,h11_Inno_final,hh08,
soep-is,soep-is-2011,Q17,hh09,h11_Inno_final,hh09,
soep-is,soep-is-2011,Q17,hh10,h11_Inno_final,hh10,
soep-is,soep-is-2011,Q17,hh11,h11_Inno_final,hh11,
soep-is,soep-is-2011,Q170,,p11_Inno_final,pwexl1,
soep-is,soep-is-2011,Q171,,p11_Inno_final,pwexl4,
soep-is,soep-is-2011,Q172,,p11_Inno_final,pber,
soep-is,soep-is-2011,Q173,,p11_Inno_final,poed,
soep-is,soep-is-2011,Q174,,p11_Inno_final,pbra,
soep-is,soep-is-2011,Q175,,p11_Inno_final,pberka,
soep-is,soep-is-2011,Q175,,notdirectlydelivered11,x,
soep-is,soep-is-2011,Q176,,p11_Inno_final,pvor1,
soep-is,soep-is-2011,Q177,,p11_Inno_final,parb,
soep-is,soep-is-2011,Q178,,p11_Inno_final,pang,
soep-is,soep-is-2011,Q179,,p11_Inno_final,pamt,
soep-is,soep-is-2011,Q17a,,h11_Inno_final,hh01a,
soep-is,soep-is-2011,Q17b,,h11_Inno_final,hh02a,
soep-is,soep-is-2011,Q17c,,h11_Inno_final,hh11a,
soep-is,soep-is-2011,Q17d,,h11_Inno_final,hh03a,
soep-is,soep-is-2011,Q17e,,h11_Inno_final,hh05a,
soep-is,soep-is-2011,Q17f,,h11_Inno_final,hh06a,
soep-is,soep-is-2011,Q17g,,h11_Inno_final,hh07a,
soep-is,soep-is-2011,Q17h,,h11_Inno_final,hh08a,
soep-is,soep-is-2011,Q17i,,h11_Inno_final,hh09a,
soep-is,soep-is-2011,Q17j,,h11_Inno_final,hh10a,
soep-is,soep-is-2011,Q17k,,h11_Inno_final,hh04a,
soep-is,soep-is-2011,Q18,,h11_Inno_final,hm01,
soep-is,soep-is-2011,Q180,,p11_Inno_final,pazubi,
soep-is,soep-is-2011,Q181,pseitj,p11_Inno_final,pseitj,
soep-is,soep-is-2011,Q181,pseitm,p11_Inno_final,pseitm,
soep-is,soep-is-2011,Q182,,p11_Inno_final,pzaf,
soep-is,soep-is-2011,Q183,,p11_Inno_final,pbefr1,
soep-is,soep-is-2011,Q184,,p11_Inno_final,pgesunt,
soep-is,soep-is-2011,Q185,,p11_Inno_final,psst4,
soep-is,soep-is-2011,Q186,,p11_Inno_final,psst1,
soep-is,soep-is-2011,Q186,,p11_Inno_final,psst3,
soep-is,soep-is-2011,Q186,,p11_Inno_final,psst2,
soep-is,soep-is-2011,Q187.1,,p11_Inno_final,paz08,
soep-is,soep-is-2011,Q187.1,1,notdirectlydelivered11,paz08bin,
soep-is,soep-is-2011,Q188,paz10,p11_Inno_final,paz10,
soep-is,soep-is-2011,Q188b,paz15,p11_Inno_final,paz15,
soep-is,soep-is-2011,Q188b,paz16,p11_Inno_final,paz16,
soep-is,soep-is-2011,Q188c,paz17,p11_Inno_final,paz17,
soep-is,soep-is-2011,Q188c,paz18,p11_Inno_final,paz18,
soep-is,soep-is-2011,Q189,,p11_Inno_final,pwohn1,
soep-is,soep-is-2011,Q19,hm04,h11_Inno_final,hm04,
soep-is,soep-is-2011,Q19,hm05,h11_Inno_final,hm05,
soep-is,soep-is-2011,Q190,,p11_Inno_final,pwohn3,
soep-is,soep-is-2011,Q191,pwohn4,p11_Inno_final,pwohn4,
soep-is,soep-is-2011,Q191,pwohn5,p11_Inno_final,pwohn5,
soep-is,soep-is-2011,Q192,pbrut,p11_Inno_final,pbrut,
soep-is,soep-is-2011,Q192,pnett,p11_Inno_final,pnett,
soep-is,soep-is-2011,Q193,,p11_Inno_final,pjobno,
soep-is,soep-is-2011,Q193,,p11_Inno_final,pjob01,
soep-is,soep-is-2011,Q194,pjob15,p11_Inno_final,pjob15,
soep-is,soep-is-2011,Q195,,p11_Inno_final,precht01,
soep-is,soep-is-2011,Q196,precht04,p11_Inno_final,precht04,
soep-is,soep-is-2011,Q196,precht05,p11_Inno_final,precht05,
soep-is,soep-is-2011,Q197,precht02,p11_Inno_final,precht02,
soep-is,soep-is-2011,Q197,precht03,p11_Inno_final,precht03,
soep-is,soep-is-2011,Q198,parb01,p11_Inno_final,parb01,
soep-is,soep-is-2011,Q198,parb02,p11_Inno_final,parb02,
soep-is,soep-is-2011,Q198,parb03,p11_Inno_final,parb03,
soep-is,soep-is-2011,Q198,parb04,p11_Inno_final,parb04,
soep-is,soep-is-2011,Q198,parb05,p11_Inno_final,parb05,
soep-is,soep-is-2011,Q198,parb06,p11_Inno_final,parb06,
soep-is,soep-is-2011,Q199,parb07,p11_Inno_final,parb07,
soep-is,soep-is-2011,Q199,parb08,p11_Inno_final,parb08,
soep-is,soep-is-2011,Q199,parb09,p11_Inno_final,parb09,
soep-is,soep-is-2011,Q199,parb10,p11_Inno_final,parb10,
soep-is,soep-is-2011,Q199,parb11,p11_Inno_final,parb11,
soep-is,soep-is-2011,Q199,parb12,p11_Inno_final,parb12,
soep-is,soep-is-2011,Q20,,h11_Inno_final,hm06,
soep-is,soep-is-2011,Q200,parb07a,p11_Inno_final,parb07a,
soep-is,soep-is-2011,Q200,parb08a,p11_Inno_final,parb08a,
soep-is,soep-is-2011,Q200,parb09a,p11_Inno_final,parb09a,
soep-is,soep-is-2011,Q200,parb10a,p11_Inno_final,parb10a,
soep-is,soep-is-2011,Q200,parb11a,p11_Inno_final,parb11a,
soep-is,soep-is-2011,Q200,parb12a,p11_Inno_final,parb12a,
soep-is,soep-is-2011,Q201,parb13,p11_Inno_final,parb13,
soep-is,soep-is-2011,Q201,parb14,p11_Inno_final,parb14,
soep-is,soep-is-2011,Q201,parb15,p11_Inno_final,parb15,
soep-is,soep-is-2011,Q201,parb16,p11_Inno_final,parb16,
soep-is,soep-is-2011,Q202,parb13a,p11_Inno_final,parb13a,
soep-is,soep-is-2011,Q202,parb14a,p11_Inno_final,parb14a,
soep-is,soep-is-2011,Q202,parb15a,p11_Inno_final,parb15a,
soep-is,soep-is-2011,Q202,parb16a,p11_Inno_final,parb16a,
soep-is,soep-is-2011,Q203,iroll01,Innomodul11,iroll01,
soep-is,soep-is-2011,Q203,iroll02,Innomodul11,iroll02,
soep-is,soep-is-2011,Q203,iroll03,Innomodul11,iroll03,
soep-is,soep-is-2011,Q203,iroll04,Innomodul11,iroll04,
soep-is,soep-is-2011,Q203,iroll05,Innomodul11,iroll05,
soep-is,soep-is-2011,Q203,iroll06,Innomodul11,iroll06,
soep-is,soep-is-2011,Q204,ifrber01,Innomodul11,ifrber01,
soep-is,soep-is-2011,Q204,ifrber02,Innomodul11,ifrber02,
soep-is,soep-is-2011,Q204,ifrber03,Innomodul11,ifrber03,
soep-is,soep-is-2011,Q204,ifrber04,Innomodul11,ifrber04,
soep-is,soep-is-2011,Q204,ifrber05,Innomodul11,ifrber05,
soep-is,soep-is-2011,Q204,ifrber06,Innomodul11,ifrber06,
soep-is,soep-is-2011,Q204,ifrber07,Innomodul11,ifrber07,
soep-is,soep-is-2011,Q204,ifrber08,Innomodul11,ifrber08,
soep-is,soep-is-2011,Q205,,l11_inno_final,lvm,
soep-is,soep-is-2011,Q206,,l11_inno_final,lv03a,
soep-is,soep-is-2011,Q207,,l11_inno_final,lv03b,
soep-is,soep-is-2011,Q207,,l11_inno_final,lv03bnr,
soep-is,soep-is-2011,Q208,,l11_inno_final,lv04,
soep-is,soep-is-2011,Q209,,l11_inno_final,lv05,
soep-is,soep-is-2011,Q21,,h11_Inno_final,hm09,
soep-is,soep-is-2011,Q210,,l11_inno_final,lv06,
soep-is,soep-is-2011,Q211,,l11_inno_final,lv12,
soep-is,soep-is-2011,Q212,,l11_inno_final,lv08,
soep-is,soep-is-2011,Q213,,l11_inno_final,lv09,
soep-is,soep-is-2011,Q214,,l11_inno_final,lv10,
soep-is,soep-is-2011,Q215,,l11_inno_final,lv11,
soep-is,soep-is-2011,Q216,,l11_inno_final,lv07,
soep-is,soep-is-2011,Q217,,l11_inno_final,lm03a,
soep-is,soep-is-2011,Q218,,l11_inno_final,lm03b,
soep-is,soep-is-2011,Q218,,l11_inno_final,lm03bnr,
soep-is,soep-is-2011,Q219,,l11_inno_final,lm04,
soep-is,soep-is-2011,Q22,hm10,h11_Inno_final,hm10,
soep-is,soep-is-2011,Q22,hm11,h11_Inno_final,hm11,
soep-is,soep-is-2011,Q220,,l11_inno_final,lm05,
soep-is,soep-is-2011,Q221,,l11_inno_final,lm06,
soep-is,soep-is-2011,Q222,,l11_inno_final,lm12,
soep-is,soep-is-2011,Q223,,l11_inno_final,lm08,
soep-is,soep-is-2011,Q224,,l11_inno_final,lm09,
soep-is,soep-is-2011,Q225,,l11_inno_final,lm10,
soep-is,soep-is-2011,Q226,,l11_inno_final,lm11,
soep-is,soep-is-2011,Q227,,l11_inno_final,lm07,
soep-is,soep-is-2011,Q228,,l11_inno_final,lrelneu,
soep-is,soep-is-2011,Q229,,l11_inno_final,lrel,
soep-is,soep-is-2011,Q23,,h11_Inno_final,hzahl,
soep-is,soep-is-2011,Q230,,l11_inno_final,lrelso,
soep-is,soep-is-2011,Q231,,p11_Inno_final,pges01,
soep-is,soep-is-2011,Q232,,p11_Inno_final,pges02,
soep-is,soep-is-2011,Q233,pschl1,p11_Inno_final,pschl1,
soep-is,soep-is-2011,Q233,pschl2,p11_Inno_final,pschl2,
soep-is,soep-is-2011,Q233c,peinsam1,p11_Inno_final,peinsam1,
soep-is,soep-is-2011,Q233c,peinsam2,p11_Inno_final,peinsam2,
soep-is,soep-is-2011,Q233c,peinsam3,p11_Inno_final,peinsam3,
soep-is,soep-is-2011,Q234,,p11_Inno_final,pges14,
soep-is,soep-is-2011,Q235,,p11_Inno_final,pbeh1,
soep-is,soep-is-2011,Q236,pbeh2,p11_Inno_final,pbeh2,
soep-is,soep-is-2011,Q237,pdr1,p11_Inno_final,pdr1,
soep-is,soep-is-2011,Q237,pdr2,p11_Inno_final,pdr2,
soep-is,soep-is-2011,Q238,,p11_Inno_final,pkr1,
soep-is,soep-is-2011,Q239,pkr4,p11_Inno_final,pkr4,
soep-is,soep-is-2011,Q239,pkr5,p11_Inno_final,pkr5,
soep-is,soep-is-2011,Q239,pkr6,p11_Inno_final,pkr6,
soep-is,soep-is-2011,Q24,,h11_Inno_final,he01,
soep-is,soep-is-2011,Q240,pkr10,p11_Inno_final,pkr10,
soep-is,soep-is-2011,Q240,pkr11,p11_Inno_final,pkr11,
soep-is,soep-is-2011,Q240,pkr12,p11_Inno_final,pkr12,
soep-is,soep-is-2011,Q240,pkr13,p11_Inno_final,pkr13,
soep-is,soep-is-2011,Q240,pkr14,p11_Inno_final,pkr14,
soep-is,soep-is-2011,Q240,pkr15,p11_Inno_final,pkr15,
soep-is,soep-is-2011,Q240,pkr16,p11_Inno_final,pkr16,
soep-is,soep-is-2011,Q240,pkr23,p11_Inno_final,pkr23,
soep-is,soep-is-2011,Q240,pkr24,p11_Inno_final,pkr24,
soep-is,soep-is-2011,Q240,pkr25,p11_Inno_final,pkr25,
soep-is,soep-is-2011,Q240,pkr7,p11_Inno_final,pkr7,
soep-is,soep-is-2011,Q240,pkr8,p11_Inno_final,pkr8,
soep-is,soep-is-2011,Q240,pkr9,p11_Inno_final,pkr9,
soep-is,soep-is-2011,Q240,pkrno,p11_Inno_final,pkrno,
soep-is,soep-is-2011,Q240,pkrso,p11_Inno_final,pkrso,
soep-is,soep-is-2011,Q241,,p11_Inno_final,pkv01,
soep-is,soep-is-2011,Q242,pfs011,p11_Inno_final,pfs011,
soep-is,soep-is-2011,Q242,pfs021,p11_Inno_final,pfs021,
soep-is,soep-is-2011,Q242,pfs031,p11_Inno_final,pfs031,
soep-is,soep-is-2011,Q242,pfs041,p11_Inno_final,pfs041,
soep-is,soep-is-2011,Q242,pfs051,p11_Inno_final,pfs051,
soep-is,soep-is-2011,Q242,pfs061,p11_Inno_final,pfs061,
soep-is,soep-is-2011,Q242,pfs071,p11_Inno_final,pfs071,
soep-is,soep-is-2011,Q242,pfs081,p11_Inno_final,pfs081,
soep-is,soep-is-2011,Q242,pfs091,p11_Inno_final,pfs091,
soep-is,soep-is-2011,Q242,pfs101,p11_Inno_final,pfs101,
soep-is,soep-is-2011,Q242,pfs111,p11_Inno_final,pfs111,
soep-is,soep-is-2011,Q242,pfs121,p11_Inno_final,pfs121,
soep-is,soep-is-2011,Q242,pfs131,p11_Inno_final,pfs131,
soep-is,soep-is-2011,Q242,pfs141,p11_Inno_final,pfs141,
soep-is,soep-is-2011,Q242,pfsno,p11_Inno_final,pfsno,
soep-is,soep-is-2011,Q242,pfsso,p11_Inno_final,pfsso,
soep-is,soep-is-2011,Q243.01,pfs142,p11_Inno_final,pfs142,
soep-is,soep-is-2011,Q243.01,pfs143,p11_Inno_final,pfs143,
soep-is,soep-is-2011,Q243.02,pfs012,p11_Inno_final,pfs012,
soep-is,soep-is-2011,Q243.02,pfs013,p11_Inno_final,pfs013,
soep-is,soep-is-2011,Q243.03,pfs022,p11_Inno_final,pfs022,
soep-is,soep-is-2011,Q243.03,pfs023,p11_Inno_final,pfs023,
soep-is,soep-is-2011,Q243.04,pfs032,p11_Inno_final,pfs032,
soep-is,soep-is-2011,Q243.04,pfs033,p11_Inno_final,pfs033,
soep-is,soep-is-2011,Q243.05,pfs112,p11_Inno_final,pfs112,
soep-is,soep-is-2011,Q243.05,pfs113,p11_Inno_final,pfs113,
soep-is,soep-is-2011,Q243.06,pfs042,p11_Inno_final,pfs042,
soep-is,soep-is-2011,Q243.06,pfs043,p11_Inno_final,pfs043,
soep-is,soep-is-2011,Q243.07,pfs052,p11_Inno_final,pfs052,
soep-is,soep-is-2011,Q243.07,pfs053,p11_Inno_final,pfs053,
soep-is,soep-is-2011,Q243.08,pfs062,p11_Inno_final,pfs062,
soep-is,soep-is-2011,Q243.08,pfs063,p11_Inno_final,pfs063,
soep-is,soep-is-2011,Q243.09,pfs072,p11_Inno_final,pfs072,
soep-is,soep-is-2011,Q243.09,pfs073,p11_Inno_final,pfs073,
soep-is,soep-is-2011,Q243.10,pfs082,p11_Inno_final,pfs082,
soep-is,soep-is-2011,Q243.10,pfs083,p11_Inno_final,pfs083,
soep-is,soep-is-2011,Q243.11,pfs092,p11_Inno_final,pfs092,
soep-is,soep-is-2011,Q243.11,pfs093,p11_Inno_final,pfs093,
soep-is,soep-is-2011,Q243.12,pfs122,p11_Inno_final,pfs122,
soep-is,soep-is-2011,Q243.12,pfs123,p11_Inno_final,pfs123,
soep-is,soep-is-2011,Q243.13,pfs132,p11_Inno_final,pfs132,
soep-is,soep-is-2011,Q243.13,pfs133,p11_Inno_final,pfs133,
soep-is,soep-is-2011,Q243.14,pfs102,p11_Inno_final,pfs102,
soep-is,soep-is-2011,Q243.14,pfs103,p11_Inno_final,pfs103,
soep-is,soep-is-2011,Q244,,p11_Inno_final,pzule1,
soep-is,soep-is-2011,Q245,,p11_Inno_final,pzule2,
soep-is,soep-is-2011,Q25,he02,h11_Inno_final,he02,
soep-is,soep-is-2011,Q25b,,h11_Inno_final,hzahl1,
soep-is,soep-is-2011,Q26,he03,h11_Inno_final,he03,
soep-is,soep-is-2011,Q27,he05,h11_Inno_final,he05,
soep-is,soep-is-2011,Q28,,h11_Inno_final,he06,
soep-is,soep-is-2011,Q29,he07,h11_Inno_final,he07,
soep-is,soep-is-2011,Q30,,h11_Inno_final,hverm1,
soep-is,soep-is-2011,Q31,hverm2,h11_Inno_final,hverm2,
soep-is,soep-is-2011,Q32A,hverm3,h11_Inno_final,hverm3,
soep-is,soep-is-2011,Q32B,hverm4,h11_Inno_final,hverm4,
soep-is,soep-is-2011,Q33,,h11_Inno_final,hkred1,
