study,questionnaire,question,item,dataset,variable,concept
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_28,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_6,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_16,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_5,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_13,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_23,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_18,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_26,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_1,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_7,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_11,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_17,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_12,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_30,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_27,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_8,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_2,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_14,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_24,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_19,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_22,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_10,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_9,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_15,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_20,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_4,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_25,q6drm_x
soep-is,soep-is-2013-f,Q302,,Drm_2013_IS_F,Q6drm_29,q6drm_x
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_16so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_11so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_13so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_28so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_18so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_7so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_6so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_14so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_1so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_30so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_26so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_3so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_12so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_23so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_5so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_17so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_8so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_2so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_22so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_9so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_19so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_15so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_21so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_27so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_10so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_20so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_4so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_24so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_29so,q6drm_1so
soep-is,soep-is-2013-f,Q302,Q6DRM_1SO,Drm_2013_IS_F,Q6drm_25so,q6drm_1so
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_16,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_30,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_11,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_26,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_5,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_1,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_27,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_28,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_18,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_22,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_12,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_19,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_20,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_17,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_21,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_24,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_2,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_6,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_7,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_14,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_9,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_3,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_4,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_23,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_8,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_15,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_25,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_29,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_10,q9drm_x
soep-is,soep-is-2013-f,Q303,,Drm_2013_IS_F,Q9drm_13,q9drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_8,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_11,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_14,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_3,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_18,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_30,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_13,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_17,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_26,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_2,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_5,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_12,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_28,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_23,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_27,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_1,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_6,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_10,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_20,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_19,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_25,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_21,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_7,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_4,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_15,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_29,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_24,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_9,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_16,q10drm_x
soep-is,soep-is-2013-f,Q304,,Drm_2013_IS_F,Q10drm_22,q10drm_x
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_16_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_14_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_8_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_30_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_1_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_6_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_10_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_21_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_25_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_17_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_13_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_3_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_11_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_22_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_26_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_29_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_2_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_7_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_27_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_15_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_19_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_24_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_9_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_12_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_5_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_23_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_4_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_18_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_20_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_1,Drm_2013_IS_F,Q11drm_28_1,q11drm_x_1
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_10_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_16_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_26_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_30_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_6_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_18_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_19_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_4_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_1_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_24_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_3_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_28_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_2_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_25_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_11_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_27_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_20_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_5_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_17_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_7_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_12_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_8_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_15_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_21_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_13_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_23_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_29_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_14_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_22_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_10,Drm_2013_IS_F,Q11drm_9_10,q11drm_x_10
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_16_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_18_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_13_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_15_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_22_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_1_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_24_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_19_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_5_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_3_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_28_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_10_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_27_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_25_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_14_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_2_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_23_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_11_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_7_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_26_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_9_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_29_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_30_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_6_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_21_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_20_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_17_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_8_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_12_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_2,Drm_2013_IS_F,Q11drm_4_2,q11drm_x_2
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_22_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_11_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_1_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_7_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_6_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_23_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_16_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_26_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_18_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_15_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_27_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_25_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_10_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_3_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_19_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_20_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_8_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_4_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_12_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_17_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_13_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_21_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_2_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_29_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_24_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_5_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_14_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_9_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_28_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_3,Drm_2013_IS_F,Q11drm_30_3,q11drm_x_3
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_16_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_17_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_23_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_25_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_11_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_22_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_20_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_3_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_8_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_10_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_13_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_30_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_26_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_18_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_7_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_29_4,q11drm_x_4
