study,questionnaire,answer_list,value,label,label_de
soep-is,soep-is-2012-haupt,fspr4,2,Rarely,selten
soep-is,soep-is-2012-haupt,fspr4,3,Sometimes,manchmal
soep-is,soep-is-2012-haupt,fspr4,4,Often ,oft
soep-is,soep-is-2012-haupt,fspr4,5,Always,immer
soep-is,soep-is-2012-haupt,fspr4,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,fspr5,1,Never,nie
soep-is,soep-is-2012-haupt,fspr5,2,Rarely,selten
soep-is,soep-is-2012-haupt,fspr5,3,Sometimes,manchmal
soep-is,soep-is-2012-haupt,fspr5,4,Often ,oft
soep-is,soep-is-2012-haupt,fspr5,5,Always,immer
soep-is,soep-is-2012-haupt,fspr5,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,fspr6,1,Never,nie
soep-is,soep-is-2012-haupt,fspr6,2,Rarely,selten
soep-is,soep-is-2012-haupt,fspr6,3,Sometimes,manchmal
soep-is,soep-is-2012-haupt,fspr6,4,Often ,oft
soep-is,soep-is-2012-haupt,fspr6,5,Always,immer
soep-is,soep-is-2012-haupt,fspr6,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pp1a,1,Yes,Ja
soep-is,soep-is-2012-haupt,pp1a,2,No,Nein
soep-is,soep-is-2012-haupt,pp1a,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pp2a,1,Yes,Ja
soep-is,soep-is-2012-haupt,pp2a,2,No,Nein
soep-is,soep-is-2012-haupt,pp2a,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,ppleba,1,Yes,Ja
soep-is,soep-is-2012-haupt,ppleba,2,No,Nein
soep-is,soep-is-2012-haupt,ppleba,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pehe1a,1,"Yes, I'm married to this partner","Ja, ich bin mit diesem Partner/dieser Partnerin verheiratet"
soep-is,soep-is-2012-haupt,pehe1a,2,"Yes, I live in a same-sex civil union with this partner","Ja, ich leben mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft"
soep-is,soep-is-2012-haupt,pehe1a,3,No,Nein
soep-is,soep-is-2012-haupt,pehe1a,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pp1b,1,Yes,Ja
soep-is,soep-is-2012-haupt,pp1b,2,No,Nein
soep-is,soep-is-2012-haupt,pp1b,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,ppend2b,1,Separation,durch Trennung
soep-is,soep-is-2012-haupt,ppend2b,2,Death,durch Tod
soep-is,soep-is-2012-haupt,ppend2b,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,ppleb1b,1,Yes,Ja
soep-is,soep-is-2012-haupt,ppleb1b,2,No,Nein
soep-is,soep-is-2012-haupt,ppleb1b,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pehe1b,1,"Yes, I have been married to this partner","Ja, ich war mit diesem Partner / dieser Partnerin verheiratet"
soep-is,soep-is-2012-haupt,pehe1b,2,"Yes, I live in a same-sex civil union with this partner","Ja, ich lebte damals mit diesem Partner / dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft"
soep-is,soep-is-2012-haupt,pehe1b,3,No,Nein
soep-is,soep-is-2012-haupt,pehe1b,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pehe3b,1,Yes,Ja
soep-is,soep-is-2012-haupt,pehe3b,2,No,Nein
soep-is,soep-is-2012-haupt,pehe3b,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pehe1e,1,"Yes, I was married before","Ja, habe vorher geheiratet"
soep-is,soep-is-2012-haupt,pehe1e,2,"Yes, I lived in a same-sex civil union before","Ja, bin vorher eine eingetragene gleichgeschlechtliche Partnerschaft eingegangen"
soep-is,soep-is-2012-haupt,pehe1e,3,No,Nein
soep-is,soep-is-2012-haupt,pehe1e,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pehe5e,1,Yes,Ja
soep-is,soep-is-2012-haupt,pehe5e,2,No,Nein
soep-is,soep-is-2012-haupt,pehe5e,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pehe7e,1,Separation,Durch Trennung
soep-is,soep-is-2012-haupt,pehe7e,2,Death,Durch Tod
soep-is,soep-is-2012-haupt,pehe7e,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,lgesch1,1,Yes,Ja
soep-is,soep-is-2012-haupt,lgesch1,2,No,Nein
soep-is,soep-is-2012-haupt,lwied,1,"In East Germany, including East-Berlin","In der DDR, einschließlich Ostberlin"
soep-is,soep-is-2012-haupt,lwied,2,"In West Germany, including West-Berlin","In der Bundesrepublik, einschließlich Westberlin"
soep-is,soep-is-2012-haupt,lwied,3,In another country,In einem anderen Land
soep-is,soep-is-2012-haupt,lwied,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,l2wohn1,1,Yes,Ja
soep-is,soep-is-2012-haupt,l2wohn1,2,No,Nein
soep-is,soep-is-2012-haupt,l2wohn1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,l2wohn3,1,This one,Diese hier
soep-is,soep-is-2012-haupt,l2wohn3,2,The other one,Die andere
soep-is,soep-is-2012-haupt,l2wohn3,3,They're approximately equal,Beide Wohnungen etwa zu gleichen Teilen
soep-is,soep-is-2012-haupt,l2wohn3,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,k x,1,Child still lives in household,Kind lebt noch im Haushalt 
soep-is,soep-is-2012-haupt,k x,2,Child does not live in household anymore,Kind lebt nicht mehr im Haushalt 
soep-is,soep-is-2012-haupt,hkind,1,Yes,Ja
soep-is,soep-is-2012-haupt,hkind,2,No,Nein
soep-is,soep-is-2012-haupt,hkind,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hksex,1,male,m
soep-is,soep-is-2012-haupt,hksex,2,female,w
soep-is,soep-is-2012-haupt,pbet,1,Answer questions on the child,Fragen zum Kind beantworten
soep-is,soep-is-2012-haupt,pbet,2,Skip questions on the child,Fragen zum Kind überspringen
soep-is,soep-is-2012-haupt,pbet,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,aunt,1,U1,U1
soep-is,soep-is-2012-haupt,aunt,2,U2,U2
soep-is,soep-is-2012-haupt,aunt,3,U3,U3
soep-is,soep-is-2012-haupt,aunt,4,U4,U4
soep-is,soep-is-2012-haupt,aunt,5,U5,U5
soep-is,soep-is-2012-haupt,aunt,6,U6,U6
soep-is,soep-is-2012-haupt,aunt,7,U7,U7
soep-is,soep-is-2012-haupt,aunt,8,U8,U8
soep-is,soep-is-2012-haupt,aunt,9,U9,U9
soep-is,soep-is-2012-haupt,aunt,10,There was none of these screenings conducted,Es wurde keine dieser Untersuchungen durchgeführt
soep-is,soep-is-2012-haupt,aunt,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,astor,1,"Yes, at the U-screening","Ja, bei der U-Untersuchung "
soep-is,soep-is-2012-haupt,astor,2,"Yes, at anonther emdical examination","Ja, bei einer anderen Untersuchung"
soep-is,soep-is-2012-haupt,astor,3,No,Nein
soep-is,soep-is-2012-haupt,astor,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,aein1,1,Yes,Ja
soep-is,soep-is-2012-haupt,aein1,2,No,Nein
soep-is,soep-is-2012-haupt,aein1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,bein1,1,Yes,Ja
soep-is,soep-is-2012-haupt,bein1,2,No,Nein
soep-is,soep-is-2012-haupt,bein1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,bstor,1,Yes,Ja
soep-is,soep-is-2012-haupt,bstor,2,No,Nein
soep-is,soep-is-2012-haupt,bstor,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,bver x,1,1 doesn't apply at all,1 Trifft überhaupt nicht zu
soep-is,soep-is-2012-haupt,bver x,2,,2
soep-is,soep-is-2012-haupt,bver x,3,,3
soep-is,soep-is-2012-haupt,bver x,4,,4
soep-is,soep-is-2012-haupt,bver x,5,,5
soep-is,soep-is-2012-haupt,bver x,6,,6
soep-is,soep-is-2012-haupt,bver x,7,7 fully applies,7 Trifft voll und ganz zu
soep-is,soep-is-2012-haupt,bver x,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,bvergl1,1,… tends to be shy,… ist eher schüchtern
soep-is,soep-is-2012-haupt,bvergl1,2,2,2
soep-is,soep-is-2012-haupt,bvergl1,3,3,3
soep-is,soep-is-2012-haupt,bvergl1,4,4,4
soep-is,soep-is-2012-haupt,bvergl1,5,5,5
soep-is,soep-is-2012-haupt,bvergl1,6,6,6
soep-is,soep-is-2012-haupt,bvergl1,7,7,7
soep-is,soep-is-2012-haupt,bvergl1,8,8,8
soep-is,soep-is-2012-haupt,bvergl1,9,9,9
soep-is,soep-is-2012-haupt,bvergl1,10,10,10
soep-is,soep-is-2012-haupt,bvergl1,11,... tends to be outgoing,... ist eher kontaktfreudig
soep-is,soep-is-2012-haupt,bvergl2,1,... tends to be focused,... ist eher konzentriert
soep-is,soep-is-2012-haupt,bvergl2,2,2,2
soep-is,soep-is-2012-haupt,bvergl2,3,3,3
soep-is,soep-is-2012-haupt,bvergl2,4,4,4
soep-is,soep-is-2012-haupt,bvergl2,5,5,5
soep-is,soep-is-2012-haupt,bvergl2,6,6,6
soep-is,soep-is-2012-haupt,bvergl2,7,7,7
soep-is,soep-is-2012-haupt,bvergl2,8,8,8
soep-is,soep-is-2012-haupt,bvergl2,9,9,9
soep-is,soep-is-2012-haupt,bvergl2,10,10,10
soep-is,soep-is-2012-haupt,bvergl2,11,... tends to be easily distracted,... ist eher leicht ablenkbar
soep-is,soep-is-2012-haupt,bvergl3,1,... tends to be defiant,... ist eher trotzig
soep-is,soep-is-2012-haupt,bvergl3,2,2,2
soep-is,soep-is-2012-haupt,bvergl3,3,3,3
soep-is,soep-is-2012-haupt,bvergl3,4,4,4
soep-is,soep-is-2012-haupt,bvergl3,5,5,5
soep-is,soep-is-2012-haupt,bvergl3,6,6,6
soep-is,soep-is-2012-haupt,bvergl3,7,7,7
soep-is,soep-is-2012-haupt,bvergl3,8,8,8
soep-is,soep-is-2012-haupt,bvergl3,9,9,9
soep-is,soep-is-2012-haupt,bvergl3,10,10,10
soep-is,soep-is-2012-haupt,bvergl3,11,... tends to be obedient ,... ist eher folgsam
soep-is,soep-is-2012-haupt,bvergl4,1,... tends to be quick to understand ,... begreift eher schnell
soep-is,soep-is-2012-haupt,bvergl4,2,2,2
soep-is,soep-is-2012-haupt,bvergl4,3,3,3
soep-is,soep-is-2012-haupt,bvergl4,4,4,4
soep-is,soep-is-2012-haupt,bvergl4,5,5,5
soep-is,soep-is-2012-haupt,bvergl4,6,6,6
soep-is,soep-is-2012-haupt,bvergl4,7,7,7
soep-is,soep-is-2012-haupt,bvergl4,8,8,8
soep-is,soep-is-2012-haupt,bvergl4,9,9,9
soep-is,soep-is-2012-haupt,bvergl4,10,10,10
soep-is,soep-is-2012-haupt,bvergl4,11,... needs more time,... braucht mehr Zeit
soep-is,soep-is-2012-haupt,cein4 cein3,1,Does not attend school,Besucht keine Schule
soep-is,soep-is-2012-haupt,cein4 cein3,2,"Primary school, including transitional grades (Förderstufe)","Grundschule, inkl. Förderstufe"
soep-is,soep-is-2012-haupt,cein4 cein3,3,Secondary General School (Hauptschule),Hauptschule
soep-is,soep-is-2012-haupt,cein4 cein3,4,Intermediate School (Realschule),Realschule
soep-is,soep-is-2012-haupt,cein4 cein3,5,Upper Secondary (Gymnasium),Gymnasium
soep-is,soep-is-2012-haupt,cein4 cein3,6,Comprehensive School (Gesamtschule),Gesamtschule
soep-is,soep-is-2012-haupt,cein4 cein3,7,Vocational School (Berufsschule),Berufsschule
soep-is,soep-is-2012-haupt,cein4 cein3,8,Other,Sonstige Schule
soep-is,soep-is-2012-haupt,cein4 cein3,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,cein9,1,Yes,Ja
soep-is,soep-is-2012-haupt,cein9,2,No,Nein
soep-is,soep-is-2012-haupt,cein9,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,cein1,1,Yes,Ja
soep-is,soep-is-2012-haupt,cein1,2,No,Nein
soep-is,soep-is-2012-haupt,cein1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,cstor,1,Yes,Ja
soep-is,soep-is-2012-haupt,cstor,2,No,Nein
soep-is,soep-is-2012-haupt,cver x,1,1 Doesn't apply  at all,1 Trifft überhaupt nicht zu
soep-is,soep-is-2012-haupt,cver x,2,2,2
soep-is,soep-is-2012-haupt,cver x,3,3,3
soep-is,soep-is-2012-haupt,cver x,4,4,4
soep-is,soep-is-2012-haupt,cver x,5,5,5
soep-is,soep-is-2012-haupt,cver x,6,6,6
soep-is,soep-is-2012-haupt,cver x,7,7 fully applies,7 Trifft voll und ganz zu
soep-is,soep-is-2012-haupt,cver x,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,cverg01,1,... tends to be talkative,... ist eher gesprächig
soep-is,soep-is-2012-haupt,cverg01,2,2,2
soep-is,soep-is-2012-haupt,cverg01,3,3,3
soep-is,soep-is-2012-haupt,cverg01,4,4,4
soep-is,soep-is-2012-haupt,cverg01,5,5,5
soep-is,soep-is-2012-haupt,cverg01,6,6,6
soep-is,soep-is-2012-haupt,cverg01,7,7,7
soep-is,soep-is-2012-haupt,cverg01,8,8,8
soep-is,soep-is-2012-haupt,cverg01,9,9,9
soep-is,soep-is-2012-haupt,cverg01,10,10,10
soep-is,soep-is-2012-haupt,cverg01,11,... tends to be quiet,... ist eher still
soep-is,soep-is-2012-haupt,cverg02,1,... is messy,... ist unordentlich
soep-is,soep-is-2012-haupt,cverg02,2,2,2
soep-is,soep-is-2012-haupt,cverg02,3,3,3
soep-is,soep-is-2012-haupt,cverg02,4,4,4
soep-is,soep-is-2012-haupt,cverg02,5,5,5
soep-is,soep-is-2012-haupt,cverg02,6,6,6
soep-is,soep-is-2012-haupt,cverg02,7,7,7
soep-is,soep-is-2012-haupt,cverg02,8,8,8
soep-is,soep-is-2012-haupt,cverg02,9,9,9
soep-is,soep-is-2012-haupt,cverg02,10,10,10
soep-is,soep-is-2012-haupt,cverg02,11,... is neat,... ist ordentlich
soep-is,soep-is-2012-haupt,cverg03,1,... is good-natured ,... ist gutmütig
soep-is,soep-is-2012-haupt,cverg03,2,2,2
soep-is,soep-is-2012-haupt,cverg03,3,3,3
soep-is,soep-is-2012-haupt,cverg03,4,4,4
soep-is,soep-is-2012-haupt,cverg03,5,5,5
soep-is,soep-is-2012-haupt,cverg03,6,6,6
soep-is,soep-is-2012-haupt,cverg03,7,7,7
soep-is,soep-is-2012-haupt,cverg03,8,8,8
soep-is,soep-is-2012-haupt,cverg03,9,9,9
soep-is,soep-is-2012-haupt,cverg03,10,10,10
soep-is,soep-is-2012-haupt,cverg03,11,... is irritable,... ist leicht reizbar
soep-is,soep-is-2012-haupt,cverg04,1,... tends to be disinterested ,... ist wenig interressiert
soep-is,soep-is-2012-haupt,cverg04,2,2,2
soep-is,soep-is-2012-haupt,cverg04,3,3,3
soep-is,soep-is-2012-haupt,cverg04,4,4,4
soep-is,soep-is-2012-haupt,cverg04,5,5,5
soep-is,soep-is-2012-haupt,cverg04,6,6,6
soep-is,soep-is-2012-haupt,cverg04,7,7,7
soep-is,soep-is-2012-haupt,cverg04,8,8,8
soep-is,soep-is-2012-haupt,cverg04,9,9,9
soep-is,soep-is-2012-haupt,cverg04,10,10,10
soep-is,soep-is-2012-haupt,cverg04,11,... is hungry for knowledge ,... ist wissensdurstig
soep-is,soep-is-2012-haupt,cverg05,1,... has self-confidence ,... hat Selbstvertrauen
soep-is,soep-is-2012-haupt,cverg05,2,2,2
soep-is,soep-is-2012-haupt,cverg05,3,3,3
soep-is,soep-is-2012-haupt,cverg05,4,4,4
soep-is,soep-is-2012-haupt,cverg05,5,5,5
soep-is,soep-is-2012-haupt,cverg05,6,6,6
soep-is,soep-is-2012-haupt,cverg05,7,7,7
soep-is,soep-is-2012-haupt,cverg05,8,8,8
soep-is,soep-is-2012-haupt,cverg05,9,9,9
soep-is,soep-is-2012-haupt,cverg05,10,10,10
soep-is,soep-is-2012-haupt,cverg05,11,... is insecure,... ist unsicher
soep-is,soep-is-2012-haupt,cverg06,1,... is withdrawn ,... ist zurückgezogen
soep-is,soep-is-2012-haupt,cverg06,2,2,2
soep-is,soep-is-2012-haupt,cverg06,3,3,3
soep-is,soep-is-2012-haupt,cverg06,4,4,4
soep-is,soep-is-2012-haupt,cverg06,5,5,5
soep-is,soep-is-2012-haupt,cverg06,6,6,6
soep-is,soep-is-2012-haupt,cverg06,7,7,7
soep-is,soep-is-2012-haupt,cverg06,8,8,8
soep-is,soep-is-2012-haupt,cverg06,9,9,9
soep-is,soep-is-2012-haupt,cverg06,10,10,10
soep-is,soep-is-2012-haupt,cverg06,11,... is sociable ,... ist kontaktfreudig
soep-is,soep-is-2012-haupt,cverg07,1,... is focused,... ist konzentriert
soep-is,soep-is-2012-haupt,cverg07,2,2,2
soep-is,soep-is-2012-haupt,cverg07,3,3,3
soep-is,soep-is-2012-haupt,cverg07,4,4,4
soep-is,soep-is-2012-haupt,cverg07,5,5,5
soep-is,soep-is-2012-haupt,cverg07,6,6,6
soep-is,soep-is-2012-haupt,cverg07,7,7,7
soep-is,soep-is-2012-haupt,cverg07,8,8,8
soep-is,soep-is-2012-haupt,cverg07,9,9,9
soep-is,soep-is-2012-haupt,cverg07,10,10,10
soep-is,soep-is-2012-haupt,cverg07,11,... is easily distracted,... ist leicht ablenkbar
soep-is,soep-is-2012-haupt,cverg08,1,... is defiant ,... ist trotzig
soep-is,soep-is-2012-haupt,cverg08,2,2,2
soep-is,soep-is-2012-haupt,cverg08,3,3,3
soep-is,soep-is-2012-haupt,cverg08,4,4,4
soep-is,soep-is-2012-haupt,cverg08,5,5,5
soep-is,soep-is-2012-haupt,cverg08,6,6,6
soep-is,soep-is-2012-haupt,cverg08,7,7,7
soep-is,soep-is-2012-haupt,cverg08,8,8,8
soep-is,soep-is-2012-haupt,cverg08,9,9,9
soep-is,soep-is-2012-haupt,cverg08,10,10,10
soep-is,soep-is-2012-haupt,cverg08,11,... is obedient,... ist folgsam
soep-is,soep-is-2012-haupt,cverg09,1,... tends to be quick in learning new things ,... begreift schnell
soep-is,soep-is-2012-haupt,cverg09,2,2,2
soep-is,soep-is-2012-haupt,cverg09,3,3,3
soep-is,soep-is-2012-haupt,cverg09,4,4,4
soep-is,soep-is-2012-haupt,cverg09,5,5,5
soep-is,soep-is-2012-haupt,cverg09,6,6,6
soep-is,soep-is-2012-haupt,cverg09,7,7,7
soep-is,soep-is-2012-haupt,cverg09,8,8,8
soep-is,soep-is-2012-haupt,cverg09,9,9,9
soep-is,soep-is-2012-haupt,cverg09,10,10,10
soep-is,soep-is-2012-haupt,cverg09,11,... needs more time,... braucht mehr Zeit
soep-is,soep-is-2012-haupt,cverg10,1,... is anxious ,... ist ängstlich
soep-is,soep-is-2012-haupt,cverg10,2,2,2
soep-is,soep-is-2012-haupt,cverg10,3,3,3
soep-is,soep-is-2012-haupt,cverg10,4,4,4
soep-is,soep-is-2012-haupt,cverg10,5,5,5
soep-is,soep-is-2012-haupt,cverg10,6,6,6
soep-is,soep-is-2012-haupt,cverg10,7,7,7
soep-is,soep-is-2012-haupt,cverg10,8,8,8
soep-is,soep-is-2012-haupt,cverg10,9,9,9
soep-is,soep-is-2012-haupt,cverg10,10,10,10
soep-is,soep-is-2012-haupt,cverg10,11,... is confident,... ist unängstlich
soep-is,soep-is-2012-haupt,csch x,1,1 Doesn't fit at all,1 überhaupt nicht
soep-is,soep-is-2012-haupt,csch x,2,2,2
soep-is,soep-is-2012-haupt,csch x,3,3,3
soep-is,soep-is-2012-haupt,csch x,4,4,4
soep-is,soep-is-2012-haupt,csch x,5,5,5
soep-is,soep-is-2012-haupt,csch x,6,6,6
soep-is,soep-is-2012-haupt,csch x,7,7 Fully fits,7 voll und ganz
soep-is,soep-is-2012-haupt,csch x,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,csch x1,1,1 excluded,1 ausgeschlossen
soep-is,soep-is-2012-haupt,csch x1,2,2,2
soep-is,soep-is-2012-haupt,csch x1,3,3,3
soep-is,soep-is-2012-haupt,csch x1,4,4,4
soep-is,soep-is-2012-haupt,csch x1,5,5,5
soep-is,soep-is-2012-haupt,csch x1,6,6,6
soep-is,soep-is-2012-haupt,csch x1,7,7 absolutely sure,7 ganz sicher
soep-is,soep-is-2012-haupt,csch x1,8,Already graduated,Abschluss bereits erworben
soep-is,soep-is-2012-haupt,csch x1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,lksex x,1,… your son,... Ihr Sohn
soep-is,soep-is-2012-haupt,lksex x,2,...your daughter,... Ihre Tochter
soep-is,soep-is-2012-haupt,lkwo x,2,Here in this town ,Hier am Ort
soep-is,soep-is-2012-haupt,lkwo x,3,Elsewhere in West Germany ,Woanders in Westdeutschland
soep-is,soep-is-2012-haupt,lkwo x,4,Elsewhere in East Germany ,Woanders in Ostdeutschland
soep-is,soep-is-2012-haupt,lkwo x,5,Abroad ,Im Ausland
soep-is,soep-is-2012-haupt,lkwo x,6,Deceased ,Ist verstorben
soep-is,soep-is-2012-haupt,lkwo x,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,p7tag,1,Yes,Ja
soep-is,soep-is-2012-haupt,p7tag,2,No,Nein
soep-is,soep-is-2012-haupt,p7tag,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,perz,1,"Yes, maternity protection","Ja, Mutterschutz"
soep-is,soep-is-2012-haupt,perz,2,"Yes, „Elternzeit“","Ja, Elternzeit"
soep-is,soep-is-2012-haupt,perz,3,No,Nein
soep-is,soep-is-2012-haupt,perz,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lsab x,1,Yes,Ja
soep-is,soep-is-2012-haupt,lsab x,2,"No, I have not graduated yet, I am still in school","Nein, noch keinen Abschluss, gehe noch zur Schule"
soep-is,soep-is-2012-haupt,lsab x,3,"No, left school without graduation","Nein, Schule ohne Abschluss verlassen"
soep-is,soep-is-2012-haupt,lsab x,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lsab3,1,In a federal state of the Federal Republic of Germany?,In einem Bundesland der Bundesrepublik Deutschland?
soep-is,soep-is-2012-haupt,lsab3,2,In GDR?,In der DDR?
soep-is,soep-is-2012-haupt,lsab3,3,In another country,In einem anderen Land?
soep-is,soep-is-2012-haupt,lsab3,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lsab7 x,1,"Secondary general school leaving certificate (""Hauptschulabschluss"")",Volksschul-/ Hauptschulabschluss
soep-is,soep-is-2012-haupt,lsab7 x,2,"Intermediate school leaving certificate (""Mittlere Reife"", ""Realschulabschluss"")",Mittlere Reife / Realschulabschluss
soep-is,soep-is-2012-haupt,lsab7 x,3,"Leaving certificate from a Fachoberschule (""Fachhochschulreife"" Â qualification for studies at a Fachhochschule)",Fachhochschulreife (Abschluss Fachoberschule)
soep-is,soep-is-2012-haupt,lsab7 x,4,"Upper secondary leaving certificate (""Abitur"")",Abitur (Hochschulreife)
soep-is,soep-is-2012-haupt,lsab7 x,5,Other school leaving certificate (please state),Anderer Schulabschluss
soep-is,soep-is-2012-haupt,lsab7 x,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lsab7 y,1,Secondary School Degree ,Abschluss 8. Klasse
soep-is,soep-is-2012-haupt,lsab7 y,2,Intermediate School Degree,Abschluss 10. Klasse
soep-is,soep-is-2012-haupt,lsab7 y,3,Upper Secondary School Degree ,Abitur (Hochschulreife)
soep-is,soep-is-2012-haupt,lsab7 y,4,Other Degree,Anderer Schulabschluss
soep-is,soep-is-2012-haupt,lsab7 y,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lsab5,1,"School, with degree",Abschluss einer Pflichtschule
soep-is,soep-is-2012-haupt,lsab5,2,Vocational Extension School ,Abschluss einer weiterführenden Schule
soep-is,soep-is-2012-haupt,lsab5,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lab01,1,Yes,Ja
soep-is,soep-is-2012-haupt,lab01,2,No,Nein
soep-is,soep-is-2012-haupt,lab01,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,paus1,1,Yes,Ja
soep-is,soep-is-2012-haupt,paus1,2,No,Nein
soep-is,soep-is-2012-haupt,paus1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,paus x,1,General education / secondary school ,Allgemeinbildende Schule
soep-is,soep-is-2012-haupt,paus x,2,Vocational training,Berufliche Ausbildung
soep-is,soep-is-2012-haupt,paus x,3,Higher education,"Hochschule, Fachhochschule"
soep-is,soep-is-2012-haupt,paus x,4,"Further training, Retraining","Weiterbildung, Umschulung"
soep-is,soep-is-2012-haupt,paus x,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,paus2,1,Lower secondary school (Hauptschule),Hauptschule
soep-is,soep-is-2012-haupt,paus2,2,Intermediate secondary school (Realschule),Realschule
soep-is,soep-is-2012-haupt,paus2,3,Upper secondary school (Gymnasium),Gymnasium
soep-is,soep-is-2012-haupt,paus2,4,Comprehensive school (Gesamtschule),Gesamtschule
soep-is,soep-is-2012-haupt,paus2,5,Evening intermediate / upper secondary school (Abendrealschule / Abendgymnasium),"Abendrealschule, Abendgymnasium"
soep-is,soep-is-2012-haupt,paus2,6,Specialized upper secondary school (Fachoberschule),Fachoberschule
soep-is,soep-is-2012-haupt,paus2,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lal10a,1,Yes,Ja
soep-is,soep-is-2012-haupt,lal10a,2,No,Nein
soep-is,soep-is-2012-haupt,lal10a,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,palo mit lela,1,Yes,Ja
soep-is,soep-is-2012-haupt,palo mit lela,2,No,Nein
soep-is,soep-is-2012-haupt,palo mit lela,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,palo ohne lela,1,Yes,Ja
soep-is,soep-is-2012-haupt,palo ohne lela,2,No,Nein
soep-is,soep-is-2012-haupt,palo ohne lela,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pend1,1,Yes,Ja
soep-is,soep-is-2012-haupt,pend1,2,No,Nein
soep-is,soep-is-2012-haupt,pend1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,perw,1,Employed full-time,Voll erwerbstätig
soep-is,soep-is-2012-haupt,perw,2,Employed part-time,In Teilzeitbeschäftigung
soep-is,soep-is-2012-haupt,perw,3,Completing in-service training (betriebliche Ausbildung) / apprenticeship (Lehre) / in-service retraining (betriebliche Umschulung),"In betrieblicher Ausbildung, Lehre oder betrieblicher Umschulung"
soep-is,soep-is-2012-haupt,perw,4,In marginal (geringfügig) or irregular employment (unregelmäßig erwerbstätig),Geringfügig oder unregelmäßig erwerbstätig
soep-is,soep-is-2012-haupt,perw,5,"In partial retirement, phase with zero working hours (Altersteilzeit mit Arbeitszeit Null)",In Altersteilzeit mit Arbeitszeit Null
soep-is,soep-is-2012-haupt,perw,6,Completing compulsory military service (Wehrpflicht),Freiwilliger Wehrdienst
soep-is,soep-is-2012-haupt,perw,7,"A voluntary social/
ecological year (freiwilliges soziales/ökologisches Jahr) or in the federal volunteer service (Bundesfreiwilligendienst)","Freiwilliges soziales/ökologisches Jahr, Bundesfreiwilligendienst"
soep-is,soep-is-2012-haupt,perw,8,Not employed,Nicht erwerbstätig
soep-is,soep-is-2012-haupt,paz12,1,Yes,Ja
soep-is,soep-is-2012-haupt,paz12,2,No,Nein
soep-is,soep-is-2012-haupt,paz12,-1,No answer,Kein Angabe
