study,questionnaire,answer_list,value,label,label_de
soep-is,soep-is-2011,q169,40,40%,40%
soep-is,soep-is-2011,q169,50,50%,50%
soep-is,soep-is-2011,q169,60,60%,60%
soep-is,soep-is-2011,q169,70,70%,70%
soep-is,soep-is-2011,q169,80,80%,80%
soep-is,soep-is-2011,q169,90,90%,90%
soep-is,soep-is-2011,q169,100,100%,100%
soep-is,soep-is-2011,q170,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q170,1,Yes,Ja
soep-is,soep-is-2011,q170,2,No,Nein
soep-is,soep-is-2011,q1701,1,Yes,Ja
soep-is,soep-is-2011,q1701,2,No,Nein
soep-is,soep-is-2011,q1701,9,No answer,Keine Angabe
soep-is,soep-is-2011,q1702,1,Financial reasons,Finanzielle Gründe
soep-is,soep-is-2011,q1702,2,Other reasons,Andere Gründe
soep-is,soep-is-2011,q1702,3,No answer,Keine Angabe
soep-is,soep-is-2011,q171,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q171,1,I started working for the first time in my life,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen
soep-is,soep-is-2011,q171,2,I returned to a previous employer after a break in employment,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt
soep-is,soep-is-2011,q171,3,I started a new job with a different employer (for temporary workers this includes working in a temporary job),Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb)
soep-is,soep-is-2011,q171,4,I was hired by the company (in which I previously worked as an apprentice / in a job creation measure (ABM) / on a freelance basis),Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig)
soep-is,soep-is-2011,q171,5,I changed positions within the same company,Habe innerhalb des Unternehmens die Stelle gewechselt
soep-is,soep-is-2011,q171,6,I became self-employed,Habe eine neue Tätigkeit als Selbständiger aufgenommen
soep-is,soep-is-2011,q173,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q173,1,Yes,Ja
soep-is,soep-is-2011,q173,2,No,Nein
soep-is,soep-is-2011,q175,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q175,1,"Blue-collar worker (Arbeiter), including those working in agriculture","Arbeiter, auch in der Landwirtschaft"
soep-is,soep-is-2011,q175,2,White-collar worker (Angestellte),Angestellte
soep-is,soep-is-2011,q175,3,Self-employed (also: Working for a self-employed relative),"Selbständige, einschl. mithelfende Familienangehörige"
soep-is,soep-is-2011,q175,4,"Civil servant, including judges and professional soldiers","Beamte, einschließlich Richter und Berufssoldaten"
soep-is,soep-is-2011,q175,5,Apprentice / trainee / intern ,Auszubildende und Praktikanten
soep-is,soep-is-2011,q176,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q176,1,Yes,Ja
soep-is,soep-is-2011,q176,2,No,Nein
soep-is,soep-is-2011,q177,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q177,1,Unskilled worker (ungelernt),Ungelernte Arbeiter
soep-is,soep-is-2011,q177,2,Semi-skilled worker (angelernt),Angelernte Arbeiter
soep-is,soep-is-2011,q177,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiter
soep-is,soep-is-2011,q177,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiter, Kolonnenführer"
soep-is,soep-is-2011,q177,5,Master craftsperson (Meister / Polierer),"Meister, Polier"
soep-is,soep-is-2011,q178,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q178,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis
soep-is,soep-is-2011,q178,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss
soep-is,soep-is-2011,q178,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss
soep-is,soep-is-2011,q178,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner"
soep-is,soep-is-2011,q178,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter"
soep-is,soep-is-2011,q178,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände"
soep-is,soep-is-2011,q18,1,Main tenant,Hauptmieter
soep-is,soep-is-2011,q18,2,Subtenant,Untermieter
soep-is,soep-is-2011,q18,3,Owner,Eigentümer
soep-is,soep-is-2011,q18,4,[Home residents],[Heimbewohner]
soep-is,soep-is-2011,q180,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q180,1,Apprentice / trainee in industry of technology,Auszubildende im gewerblich-technischen Bereich
soep-is,soep-is-2011,q180,2,Apprentice / trainee in trade and commerce,Auszubildende im kaufmännischen Bereich
soep-is,soep-is-2011,q180,3,"Volunteer, intern, etc","Volontäre, Praktikanten u.ähnliches"
soep-is,soep-is-2011,q182,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q182,1,Yes,Ja
soep-is,soep-is-2011,q182,2,No,Nein
soep-is,soep-is-2011,q183,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q183,1,Permanent contract,Unbefristetes Arbeitsverhältnis
soep-is,soep-is-2011,q183,2,Fixed-term contract,Befristetes Arbeitsverhältnis
soep-is,soep-is-2011,q184,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q184,1,fewer than 5 Â employees,Unter 5 Beschäftigte
soep-is,soep-is-2011,q184,2,5-10 employees,5 bis 10 Beschäftigte
soep-is,soep-is-2011,q184,3,11-19 employees,11 bis unter 20 Beschäftigte
soep-is,soep-is-2011,q184,4,20-99 employeesÂ ,20 bis unter 100 Beschäftigte
soep-is,soep-is-2011,q184,5,100-199 employees,100 bis unter 200 Beschäftigte
soep-is,soep-is-2011,q184,6,"200-1,999 employees",200 bis unter 2000 Beschäftigte
soep-is,soep-is-2011,q184,7,2000 or more employees,2000 und mehr Beschäftigte
soep-is,soep-is-2011,q18801,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q18801,1,"No, never","Nein, nie"
soep-is,soep-is-2011,q18801,2,Every day,"Ja, und zwar täglich"
soep-is,soep-is-2011,q18801,3,Several times per week,"Ja, und zwar mehrmals in der Woche"
soep-is,soep-is-2011,q18801,4,For a week at a time (alternating shifts),"Ja, und zwar wochenweise (Wechselschicht)"
soep-is,soep-is-2011,q18801,5,"Less often, only when needed","Ja, und zwar seltener, nur bei Bedarf"
soep-is,soep-is-2011,q18802,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q18802,1,"No, never","Nein, nie"
soep-is,soep-is-2011,q18802,2,Every week,"Ja, und zwar jede Woche"
soep-is,soep-is-2011,q18802,3,Every other week,"Ja, und zwar alle zwei Wochen"
soep-is,soep-is-2011,q18802,4,Every 3-4 weeks,"Ja, und zwar alle drei bis vier Wochen"
soep-is,soep-is-2011,q18802,5,Less often,"Ja, und zwar seltener"
soep-is,soep-is-2011,q189,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q189,1,Yes,Ja
soep-is,soep-is-2011,q189,2,No,Nein
soep-is,soep-is-2011,q190,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q190,1,Daily,Täglich
soep-is,soep-is-2011,q190,2,Weekly,Wöchentlich
soep-is,soep-is-2011,q190,3,Less often ,Seltener
soep-is,soep-is-2011,q193,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q193,1,Yes,Ja
soep-is,soep-is-2011,q193,2,No,Nein
soep-is,soep-is-2011,q195,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q195,1,Yes,Ja
soep-is,soep-is-2011,q195,2,No,Nein
soep-is,soep-is-2011,q198,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q198,1,Strongly disagree,Stimme gar nicht zu
soep-is,soep-is-2011,q198,2,Disagree,Stimme eher nicht zu
soep-is,soep-is-2011,q198,3,Agree,Stimme eher zu
soep-is,soep-is-2011,q198,4,Strongly agree,Stimme voll zu
soep-is,soep-is-2011,q199,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q199,1,Yes,Ja
soep-is,soep-is-2011,q199,2,No,Nein
soep-is,soep-is-2011,q20,1,Yes,Ja
soep-is,soep-is-2011,q20,2,No,Nein
soep-is,soep-is-2011,q200,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q200,1,Not at all,Gar nicht
soep-is,soep-is-2011,q200,2,Not much,Mäßig
soep-is,soep-is-2011,q200,3,A bit,Stark
soep-is,soep-is-2011,q200,4,A lot,Sehr stark
soep-is,soep-is-2011,q201,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q201,1,Yes,Ja
soep-is,soep-is-2011,q201,2,No,Nein
soep-is,soep-is-2011,q202,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q202,1,Not at all,Gar nicht
soep-is,soep-is-2011,q202,2,Not much,Mäßig
soep-is,soep-is-2011,q202,3,A bit,Stark
soep-is,soep-is-2011,q202,4,A lot,Sehr stark
soep-is,soep-is-2011,q203,-1,No answer,Keine Angabe
soep-is,soep-is-2011,q203,1,Completely disagree,Stimme überhaupt nicht zu
soep-is,soep-is-2011,q203,2,Rather disagree,Stimme eher nicht zu
soep-is,soep-is-2011,q203,3,Neither agree nor disagree,Stimme weder zu noch lehne ich ab
soep-is,soep-is-2011,q203,4,Rather agree,Stimme eher zu
soep-is,soep-is-2011,q203,5,Completely agree,Stimme voll und ganz zu
soep-is,soep-is-2011,q204,-1,No answer,Keine Angabe
soep-is,soep-is-2011,q204,1,Completely disagree,Stimme überhaupt nicht zu
soep-is,soep-is-2011,q204,2,Rather disagree,Stimme eher nicht zu
soep-is,soep-is-2011,q204,3,Neither agree nor disagree,Stimme weder zu noch lehne ich ab
soep-is,soep-is-2011,q204,4,Rather agree,Stimme eher zu
soep-is,soep-is-2011,q204,5,Completely agree,Stimme voll und ganz zu
soep-is,soep-is-2011,q204,6,Don't know,Weiß nicht
soep-is,soep-is-2011,q206,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q206,1,Yes,Ja
soep-is,soep-is-2011,q206,2,No,Nein
soep-is,soep-is-2011,q208,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q208,1,Yes,Ja
soep-is,soep-is-2011,q208,2,No,Nein
soep-is,soep-is-2011,q209,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q209,1,None,Keinen Schulabschluss
soep-is,soep-is-2011,q209,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; 8. Klasse POS
soep-is,soep-is-2011,q209,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS"
soep-is,soep-is-2011,q209,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; EOS"
soep-is,soep-is-2011,q209,5,Other type of school,Anderen Schulabschluss
soep-is,soep-is-2011,q209,6,Don't know,Weiß nicht
soep-is,soep-is-2011,q21,-1,No answer,Keine Angabe
soep-is,soep-is-2011,q21,1,"Yes, completely included","Ja, ganz enthalten"
soep-is,soep-is-2011,q21,2,"Yes, partially included","Ja, teilweise enthalten"
soep-is,soep-is-2011,q21,3,No,Nein
soep-is,soep-is-2011,q21,4,Don't know,Weiß nicht
soep-is,soep-is-2011,q210,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q210,1,"Yes, vocational training","Ja, berufliche Ausbildung"
soep-is,soep-is-2011,q210,2,"Yes, university degree","Ja, Hochschulstudium"
soep-is,soep-is-2011,q210,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung"
soep-is,soep-is-2011,q210,4,Don't know,Weiß nicht
soep-is,soep-is-2011,q211,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q211,1,"Blue-collar worker, also in agriculture","Arbeiter, auch in der Landwirtschaft"
soep-is,soep-is-2011,q211,2,White-collar worker,Angestellter
soep-is,soep-is-2011,q211,3,Civil servant or public administration employee (including judges and professional soldiers),Beamter einschließlich Richter und Berufssoldat
soep-is,soep-is-2011,q211,4,Self-employed (also those working for a self-employed family member),Selbständiger beziehungsweise mithelfender Familienangehöriger
soep-is,soep-is-2011,q211,5,Was not employed,War nicht erwerbstätig
soep-is,soep-is-2011,q211,6,Was deceased,War verstorben
soep-is,soep-is-2011,q211,7,Don't know,Weiß nicht
soep-is,soep-is-2011,q212,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q212,1,Unskilled worker (ungelernt),Ungelernte Arbeiter
soep-is,soep-is-2011,q212,2,Semi-skilled worker (angelernt),Angelernte Arbeiter
soep-is,soep-is-2011,q212,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiter
soep-is,soep-is-2011,q212,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiter, Kolonnenführer"
soep-is,soep-is-2011,q212,5,Master craftsperson (Meister / Polierer),"Meister, Polier"
soep-is,soep-is-2011,q212,6,Don't know,Weiß nicht
soep-is,soep-is-2011,q213,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q213,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis
soep-is,soep-is-2011,q213,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss
soep-is,soep-is-2011,q213,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss
soep-is,soep-is-2011,q213,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner"
soep-is,soep-is-2011,q213,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter"
soep-is,soep-is-2011,q213,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände"
soep-is,soep-is-2011,q213,7,Don't know,Weiß nicht
soep-is,soep-is-2011,q214,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q214,1,Lower level,Einfacher Dienst
soep-is,soep-is-2011,q214,2,Middle level,Mittlerer Dienst
soep-is,soep-is-2011,q214,3,Upper level,Gehobener Dienst
soep-is,soep-is-2011,q214,4,Executive level,Höherer Dienst
soep-is,soep-is-2011,q214,5,Don't know,Weiß nicht
soep-is,soep-is-2011,q215,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q215,1,Self-employed farmer without employees,Selbständiger Landwirt ohne Beschäftigte
soep-is,soep-is-2011,q215,2,Self-employed farmer with employees,Selbständiger Landwirt mit Beschäftigte
soep-is,soep-is-2011,q215,3,Freelance professional or academic without employees,"Freie Berufe, selbständiger Akademiker ohne Beschäftigte"
soep-is,soep-is-2011,q215,4,Freelance professional or academic with employees,"Freie Berufe, selbständiger Akademiker mit Beschäftigte"
soep-is,soep-is-2011,q215,5,Other self-employed professional without employees,Sonstige Selbständiger ohne Beschäftigte
soep-is,soep-is-2011,q215,6,Other self-employed professional with employees,Sonstige Selbständiger mit Beschäftigte
soep-is,soep-is-2011,q215,7,Assisting self-employed family member,Mithelfender Familienangehöriger
soep-is,soep-is-2011,q215,8,Don't know,Weiß nicht
soep-is,soep-is-2011,q217,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q217,1,Yes,Ja
soep-is,soep-is-2011,q217,2,No,Nein
soep-is,soep-is-2011,q219,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q219,1,Yes,Ja
soep-is,soep-is-2011,q219,2,No,Nein
soep-is,soep-is-2011,q220,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q220,1,None,Keinen Schulabschluss
soep-is,soep-is-2011,q220,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; 8. Klasse POS
soep-is,soep-is-2011,q220,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS"
soep-is,soep-is-2011,q220,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; EOS"
soep-is,soep-is-2011,q220,5,Other type of school,Anderen Schulabschluss
soep-is,soep-is-2011,q220,6,Don't know,Weiß nicht
soep-is,soep-is-2011,q221,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q221,1,"Yes, vocational training","Ja, berufliche Ausbildung"
soep-is,soep-is-2011,q221,2,"Yes, university degree","Ja, Hochschulstudium"
soep-is,soep-is-2011,q221,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung"
soep-is,soep-is-2011,q221,4,Don't know,Weiß nicht
soep-is,soep-is-2011,q222,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q222,1,"Blue-collar worker, also in agriculture","Arbeiterin, auch in der Landwirtschaft"
soep-is,soep-is-2011,q222,2,White-collar worker,Angestellte
soep-is,soep-is-2011,q222,3,Civil servant or public administration employee (including judges and professional soldiers),Beamterin einschließlich Richterin und Berufssoldatin
soep-is,soep-is-2011,q222,4,Self-employed (also those working for a self-employed family member),Selbständige beziehungsweise mithelfende Familienangehörige
soep-is,soep-is-2011,q222,5,Was not employed,War nicht erwerbstätig
soep-is,soep-is-2011,q222,6,Was deceased,War verstorben
soep-is,soep-is-2011,q222,7,Don't know,Weiß nicht
soep-is,soep-is-2011,q223,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q223,1,Unskilled worker (ungelernt),Ungelernte Arbeiterin
soep-is,soep-is-2011,q223,2,Semi-skilled worker (angelernt),Angelernte Arbeiterin
soep-is,soep-is-2011,q223,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiterin
soep-is,soep-is-2011,q223,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiterin, Kolonnenführerin"
soep-is,soep-is-2011,q223,5,Master craftsperson (Meister / Polierer),"Meister, Polier"
soep-is,soep-is-2011,q223,6,Don't know,Weiß nicht
soep-is,soep-is-2011,q224,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q224,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis
soep-is,soep-is-2011,q224,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss
soep-is,soep-is-2011,q224,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss
soep-is,soep-is-2011,q224,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellte mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner"
soep-is,soep-is-2011,q224,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter"
soep-is,soep-is-2011,q224,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktorin, Geschäftsführerin oder Vorstand größerer Betriebe und Verbände"
soep-is,soep-is-2011,q224,7,Don't know,Weiß nicht
soep-is,soep-is-2011,q225,-2,No answer,Keine Angabe
soep-is,soep-is-2011,q225,1,Lower level,Einfacher Dienst
soep-is,soep-is-2011,q225,2,Middle level,Mittlerer Dienst
soep-is,soep-is-2011,q225,3,Upper level,Gehobener Dienst
soep-is,soep-is-2011,q225,4,Executive level,Höherer Dienst
soep-is,soep-is-2011,q225,5,Don't know,Weiß nicht
