study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-is,DRM12_IS,q12drm_10_8,,,,,,,,
soep-is,DRM12_IS,q12drm_10_9,,,,,,,,
soep-is,DRM12_IS,q12drm_11_1,,,,,,,,
soep-is,DRM12_IS,q12drm_11_10,,,,,,,,
soep-is,DRM12_IS,q12drm_11_11,,,,,,,,
soep-is,DRM12_IS,q12drm_11_12,,,,,,,,
soep-is,DRM12_IS,q12drm_11_13,,,,,,,,
soep-is,DRM12_IS,q12drm_11_2,,,,,,,,
soep-is,DRM12_IS,q12drm_11_3,,,,,,,,
soep-is,DRM12_IS,q12drm_11_4,,,,,,,,
soep-is,DRM12_IS,q12drm_11_5,,,,,,,,
soep-is,DRM12_IS,q12drm_11_6,,,,,,,,
soep-is,DRM12_IS,q12drm_11_7,,,,,,,,
soep-is,DRM12_IS,q12drm_11_8,,,,,,,,
soep-is,DRM12_IS,q12drm_11_9,,,,,,,,
soep-is,DRM12_IS,q12drm_12_1,,,,,,,,
soep-is,DRM12_IS,q12drm_12_10,,,,,,,,
soep-is,DRM12_IS,q12drm_12_11,,,,,,,,
soep-is,DRM12_IS,q12drm_12_12,,,,,,,,
soep-is,DRM12_IS,q12drm_12_13,,,,,,,,
soep-is,DRM12_IS,q12drm_12_2,,,,,,,,
soep-is,DRM12_IS,q12drm_12_3,,,,,,,,
soep-is,DRM12_IS,q12drm_12_4,,,,,,,,
soep-is,DRM12_IS,q12drm_12_5,,,,,,,,
soep-is,DRM12_IS,q12drm_12_6,,,,,,,,
soep-is,DRM12_IS,q12drm_12_7,,,,,,,,
soep-is,DRM12_IS,q12drm_12_8,,,,,,,,
soep-is,DRM12_IS,q12drm_12_9,,,,,,,,
soep-is,DRM12_IS,q12drm_13_1,,,,,,,,
soep-is,DRM12_IS,q12drm_13_10,,,,,,,,
soep-is,DRM12_IS,q12drm_13_11,,,,,,,,
soep-is,DRM12_IS,q12drm_13_12,,,,,,,,
soep-is,DRM12_IS,q12drm_13_13,,,,,,,,
soep-is,DRM12_IS,q12drm_13_2,,,,,,,,
soep-is,DRM12_IS,q12drm_13_3,,,,,,,,
soep-is,DRM12_IS,q12drm_13_4,,,,,,,,
soep-is,DRM12_IS,q12drm_13_5,,,,,,,,
soep-is,DRM12_IS,q12drm_13_6,,,,,,,,
soep-is,DRM12_IS,q12drm_13_7,,,,,,,,
soep-is,DRM12_IS,q12drm_13_8,,,,,,,,
soep-is,DRM12_IS,q12drm_13_9,,,,,,,,
soep-is,DRM12_IS,q12drm_14_1,,,,,,,,
soep-is,DRM12_IS,q12drm_14_10,,,,,,,,
soep-is,DRM12_IS,q12drm_14_11,,,,,,,,
soep-is,DRM12_IS,q12drm_14_12,,,,,,,,
soep-is,DRM12_IS,q12drm_14_13,,,,,,,,
soep-is,DRM12_IS,q12drm_14_2,,,,,,,,
soep-is,DRM12_IS,q12drm_14_3,,,,,,,,
soep-is,DRM12_IS,q12drm_14_4,,,,,,,,
soep-is,DRM12_IS,q12drm_14_5,,,,,,,,
soep-is,DRM12_IS,q12drm_14_6,,,,,,,,
soep-is,DRM12_IS,q12drm_14_7,,,,,,,,
soep-is,DRM12_IS,q12drm_14_8,,,,,,,,
soep-is,DRM12_IS,q12drm_14_9,,,,,,,,
soep-is,DRM12_IS,q12drm_15_1,,,,,,,,
soep-is,DRM12_IS,q12drm_15_10,,,,,,,,
soep-is,DRM12_IS,q12drm_15_11,,,,,,,,
soep-is,DRM12_IS,q12drm_15_12,,,,,,,,
soep-is,DRM12_IS,q12drm_15_13,,,,,,,,
soep-is,DRM12_IS,q12drm_15_2,,,,,,,,
soep-is,DRM12_IS,q12drm_15_3,,,,,,,,
soep-is,DRM12_IS,q12drm_15_4,,,,,,,,
soep-is,DRM12_IS,q12drm_15_5,,,,,,,,
soep-is,DRM12_IS,q12drm_15_6,,,,,,,,
soep-is,DRM12_IS,q12drm_15_7,,,,,,,,
soep-is,DRM12_IS,q12drm_15_8,,,,,,,,
soep-is,DRM12_IS,q12drm_15_9,,,,,,,,
soep-is,DRM12_IS,q12drm_16_1,,,,,,,,
soep-is,DRM12_IS,q12drm_16_10,,,,,,,,
soep-is,DRM12_IS,q12drm_16_11,,,,,,,,
soep-is,DRM12_IS,q12drm_16_12,,,,,,,,
soep-is,DRM12_IS,q12drm_16_13,,,,,,,,
soep-is,DRM12_IS,q12drm_16_2,,,,,,,,
soep-is,DRM12_IS,q12drm_16_3,,,,,,,,
soep-is,DRM12_IS,q12drm_16_4,,,,,,,,
soep-is,DRM12_IS,q12drm_16_5,,,,,,,,
soep-is,DRM12_IS,q12drm_16_6,,,,,,,,
soep-is,DRM12_IS,q12drm_16_7,,,,,,,,
soep-is,DRM12_IS,q12drm_16_8,,,,,,,,
soep-is,DRM12_IS,q12drm_16_9,,,,,,,,
soep-is,DRM12_IS,q12drm_17_1,,,,,,,,
soep-is,DRM12_IS,q12drm_17_10,,,,,,,,
soep-is,DRM12_IS,q12drm_17_11,,,,,,,,
soep-is,DRM12_IS,q12drm_17_12,,,,,,,,
soep-is,DRM12_IS,q12drm_17_13,,,,,,,,
soep-is,DRM12_IS,q12drm_17_2,,,,,,,,
soep-is,DRM12_IS,q12drm_17_3,,,,,,,,
soep-is,DRM12_IS,q12drm_17_4,,,,,,,,
soep-is,DRM12_IS,q12drm_17_5,,,,,,,,
soep-is,DRM12_IS,q12drm_17_6,,,,,,,,
soep-is,DRM12_IS,q12drm_17_7,,,,,,,,
soep-is,DRM12_IS,q12drm_17_8,,,,,,,,
soep-is,DRM12_IS,q12drm_17_9,,,,,,,,
soep-is,DRM12_IS,q12drm_18_1,,,,,,,,
soep-is,DRM12_IS,q12drm_18_10,,,,,,,,
soep-is,DRM12_IS,q12drm_18_11,,,,,,,,
soep-is,DRM12_IS,q12drm_18_12,,,,,,,,
soep-is,DRM12_IS,q12drm_18_13,,,,,,,,
soep-is,DRM12_IS,q12drm_18_2,,,,,,,,
soep-is,DRM12_IS,q12drm_18_3,,,,,,,,
soep-is,DRM12_IS,q12drm_18_4,,,,,,,,
soep-is,DRM12_IS,q12drm_18_5,,,,,,,,
soep-is,DRM12_IS,q12drm_18_6,,,,,,,,
soep-is,DRM12_IS,q12drm_18_7,,,,,,,,
soep-is,DRM12_IS,q12drm_18_8,,,,,,,,
soep-is,DRM12_IS,q12drm_18_9,,,,,,,,
soep-is,DRM12_IS,q12drm_19_1,,,,,,,,
soep-is,DRM12_IS,q12drm_19_10,,,,,,,,
soep-is,DRM12_IS,q12drm_19_11,,,,,,,,
soep-is,DRM12_IS,q12drm_19_12,,,,,,,,
soep-is,DRM12_IS,q12drm_19_13,,,,,,,,
soep-is,DRM12_IS,q12drm_19_2,,,,,,,,
soep-is,DRM12_IS,q12drm_19_3,,,,,,,,
soep-is,DRM12_IS,q12drm_19_4,,,,,,,,
soep-is,DRM12_IS,q12drm_19_5,,,,,,,,
soep-is,DRM12_IS,q12drm_19_6,,,,,,,,
soep-is,DRM12_IS,q12drm_19_7,,,,,,,,
soep-is,DRM12_IS,q12drm_19_8,,,,,,,,
soep-is,DRM12_IS,q12drm_19_9,,,,,,,,
soep-is,DRM12_IS,q12drm_1_1,,,,,,,,
soep-is,DRM12_IS,q12drm_1_10,,,,,,,,
soep-is,DRM12_IS,q12drm_1_11,,,,,,,,
soep-is,DRM12_IS,q12drm_1_12,,,,,,,,
soep-is,DRM12_IS,q12drm_1_13,,,,,,,,
soep-is,DRM12_IS,q12drm_1_2,,,,,,,,
soep-is,DRM12_IS,q12drm_1_3,,,,,,,,
soep-is,DRM12_IS,q12drm_1_4,,,,,,,,
soep-is,DRM12_IS,q12drm_1_5,,,,,,,,
soep-is,DRM12_IS,q12drm_1_6,,,,,,,,
soep-is,DRM12_IS,q12drm_1_7,,,,,,,,
soep-is,DRM12_IS,q12drm_1_8,,,,,,,,
soep-is,DRM12_IS,q12drm_1_9,,,,,,,,
soep-is,DRM12_IS,q12drm_20_1,,,,,,,,
soep-is,DRM12_IS,q12drm_20_10,,,,,,,,
soep-is,DRM12_IS,q12drm_20_11,,,,,,,,
soep-is,DRM12_IS,q12drm_20_12,,,,,,,,
soep-is,DRM12_IS,q12drm_20_13,,,,,,,,
soep-is,DRM12_IS,q12drm_20_2,,,,,,,,
soep-is,DRM12_IS,q12drm_20_3,,,,,,,,
soep-is,DRM12_IS,q12drm_20_4,,,,,,,,
soep-is,DRM12_IS,q12drm_20_5,,,,,,,,
soep-is,DRM12_IS,q12drm_20_6,,,,,,,,
soep-is,DRM12_IS,q12drm_20_7,,,,,,,,
soep-is,DRM12_IS,q12drm_20_8,,,,,,,,
soep-is,DRM12_IS,q12drm_20_9,,,,,,,,
soep-is,DRM12_IS,q12drm_21_1,,,,,,,,
soep-is,DRM12_IS,q12drm_21_10,,,,,,,,
soep-is,DRM12_IS,q12drm_21_11,,,,,,,,
soep-is,DRM12_IS,q12drm_21_12,,,,,,,,
soep-is,DRM12_IS,q12drm_21_13,,,,,,,,
soep-is,DRM12_IS,q12drm_21_2,,,,,,,,
soep-is,DRM12_IS,q12drm_21_3,,,,,,,,
soep-is,DRM12_IS,q12drm_21_4,,,,,,,,
soep-is,DRM12_IS,q12drm_21_5,,,,,,,,
soep-is,DRM12_IS,q12drm_21_6,,,,,,,,
soep-is,DRM12_IS,q12drm_21_7,,,,,,,,
soep-is,DRM12_IS,q12drm_21_8,,,,,,,,
soep-is,DRM12_IS,q12drm_21_9,,,,,,,,
soep-is,DRM12_IS,q12drm_22_1,,,,,,,,
soep-is,DRM12_IS,q12drm_22_10,,,,,,,,
soep-is,DRM12_IS,q12drm_22_11,,,,,,,,
soep-is,DRM12_IS,q12drm_22_12,,,,,,,,
soep-is,DRM12_IS,q12drm_22_13,,,,,,,,
soep-is,DRM12_IS,q12drm_22_2,,,,,,,,
soep-is,DRM12_IS,q12drm_22_3,,,,,,,,
soep-is,DRM12_IS,q12drm_22_4,,,,,,,,
soep-is,DRM12_IS,q12drm_22_5,,,,,,,,
soep-is,DRM12_IS,q12drm_22_6,,,,,,,,
soep-is,DRM12_IS,q12drm_22_7,,,,,,,,
soep-is,DRM12_IS,q12drm_22_8,,,,,,,,
soep-is,DRM12_IS,q12drm_22_9,,,,,,,,
soep-is,DRM12_IS,q12drm_23_1,,,,,,,,
soep-is,DRM12_IS,q12drm_23_10,,,,,,,,
soep-is,DRM12_IS,q12drm_23_11,,,,,,,,
soep-is,DRM12_IS,q12drm_23_12,,,,,,,,
soep-is,DRM12_IS,q12drm_23_13,,,,,,,,
soep-is,DRM12_IS,q12drm_23_2,,,,,,,,
soep-is,DRM12_IS,q12drm_23_3,,,,,,,,
soep-is,DRM12_IS,q12drm_23_4,,,,,,,,
soep-is,DRM12_IS,q12drm_23_5,,,,,,,,
soep-is,DRM12_IS,q12drm_23_6,,,,,,,,
soep-is,DRM12_IS,q12drm_23_7,,,,,,,,
soep-is,DRM12_IS,q12drm_23_8,,,,,,,,
soep-is,DRM12_IS,q12drm_23_9,,,,,,,,
soep-is,DRM12_IS,q12drm_24_1,,,,,,,,
soep-is,DRM12_IS,q12drm_24_10,,,,,,,,
soep-is,DRM12_IS,q12drm_24_11,,,,,,,,
soep-is,DRM12_IS,q12drm_24_12,,,,,,,,
soep-is,DRM12_IS,q12drm_24_13,,,,,,,,
soep-is,DRM12_IS,q12drm_24_2,,,,,,,,
soep-is,DRM12_IS,q12drm_24_3,,,,,,,,
soep-is,DRM12_IS,q12drm_24_4,,,,,,,,
soep-is,DRM12_IS,q12drm_24_5,,,,,,,,
soep-is,DRM12_IS,q12drm_24_6,,,,,,,,
soep-is,DRM12_IS,q12drm_24_7,,,,,,,,
soep-is,DRM12_IS,q12drm_24_8,,,,,,,,
soep-is,DRM12_IS,q12drm_24_9,,,,,,,,
soep-is,DRM12_IS,q12drm_25_1,,,,,,,,
soep-is,DRM12_IS,q12drm_25_10,,,,,,,,
soep-is,DRM12_IS,q12drm_25_11,,,,,,,,
soep-is,DRM12_IS,q12drm_25_12,,,,,,,,
soep-is,DRM12_IS,q12drm_25_13,,,,,,,,
soep-is,DRM12_IS,q12drm_25_2,,,,,,,,
soep-is,DRM12_IS,q12drm_25_3,,,,,,,,
soep-is,DRM12_IS,q12drm_25_4,,,,,,,,
soep-is,DRM12_IS,q12drm_25_5,,,,,,,,
soep-is,DRM12_IS,q12drm_25_6,,,,,,,,
soep-is,DRM12_IS,q12drm_25_7,,,,,,,,
soep-is,DRM12_IS,q12drm_25_8,,,,,,,,
soep-is,DRM12_IS,q12drm_25_9,,,,,,,,
soep-is,DRM12_IS,q12drm_26_1,,,,,,,,
soep-is,DRM12_IS,q12drm_26_10,,,,,,,,
soep-is,DRM12_IS,q12drm_26_11,,,,,,,,
soep-is,DRM12_IS,q12drm_26_12,,,,,,,,
soep-is,DRM12_IS,q12drm_26_13,,,,,,,,
soep-is,DRM12_IS,q12drm_26_2,,,,,,,,
soep-is,DRM12_IS,q12drm_26_3,,,,,,,,
soep-is,DRM12_IS,q12drm_26_4,,,,,,,,
soep-is,DRM12_IS,q12drm_26_5,,,,,,,,
soep-is,DRM12_IS,q12drm_26_6,,,,,,,,
soep-is,DRM12_IS,q12drm_26_7,,,,,,,,
soep-is,DRM12_IS,q12drm_26_8,,,,,,,,
soep-is,DRM12_IS,q12drm_26_9,,,,,,,,
soep-is,DRM12_IS,q12drm_27_1,,,,,,,,
soep-is,DRM12_IS,q12drm_27_10,,,,,,,,
soep-is,DRM12_IS,q12drm_27_11,,,,,,,,
soep-is,DRM12_IS,q12drm_27_12,,,,,,,,
soep-is,DRM12_IS,q12drm_27_13,,,,,,,,
soep-is,DRM12_IS,q12drm_27_2,,,,,,,,
soep-is,DRM12_IS,q12drm_27_3,,,,,,,,
soep-is,DRM12_IS,q12drm_27_4,,,,,,,,
soep-is,DRM12_IS,q12drm_27_5,,,,,,,,
soep-is,DRM12_IS,q12drm_27_6,,,,,,,,
soep-is,DRM12_IS,q12drm_27_7,,,,,,,,
soep-is,DRM12_IS,q12drm_27_8,,,,,,,,
soep-is,DRM12_IS,q12drm_27_9,,,,,,,,
soep-is,DRM12_IS,q12drm_28_1,,,,,,,,
soep-is,DRM12_IS,q12drm_28_10,,,,,,,,
soep-is,DRM12_IS,q12drm_28_11,,,,,,,,
soep-is,DRM12_IS,q12drm_28_12,,,,,,,,
soep-is,DRM12_IS,q12drm_28_13,,,,,,,,
soep-is,DRM12_IS,q12drm_28_2,,,,,,,,
soep-is,DRM12_IS,q12drm_28_3,,,,,,,,
soep-is,DRM12_IS,q12drm_28_4,,,,,,,,
soep-is,DRM12_IS,q12drm_28_5,,,,,,,,
soep-is,DRM12_IS,q12drm_28_6,,,,,,,,
soep-is,DRM12_IS,q12drm_28_7,,,,,,,,
soep-is,DRM12_IS,q12drm_28_8,,,,,,,,
soep-is,DRM12_IS,q12drm_28_9,,,,,,,,
soep-is,DRM12_IS,q12drm_29_1,,,,,,,,
soep-is,DRM12_IS,q12drm_29_10,,,,,,,,
soep-is,DRM12_IS,q12drm_29_11,,,,,,,,
soep-is,DRM12_IS,q12drm_29_12,,,,,,,,
soep-is,DRM12_IS,q12drm_29_13,,,,,,,,
soep-is,DRM12_IS,q12drm_29_2,,,,,,,,
soep-is,DRM12_IS,q12drm_29_3,,,,,,,,
soep-is,DRM12_IS,q12drm_29_4,,,,,,,,
soep-is,DRM12_IS,q12drm_29_5,,,,,,,,
soep-is,DRM12_IS,q12drm_29_6,,,,,,,,
soep-is,DRM12_IS,q12drm_29_7,,,,,,,,
soep-is,DRM12_IS,q12drm_29_8,,,,,,,,
soep-is,DRM12_IS,q12drm_29_9,,,,,,,,
soep-is,DRM12_IS,q12drm_2_1,,,,,,,,
soep-is,DRM12_IS,q12drm_2_10,,,,,,,,
soep-is,DRM12_IS,q12drm_2_11,,,,,,,,
soep-is,DRM12_IS,q12drm_2_12,,,,,,,,
soep-is,DRM12_IS,q12drm_2_13,,,,,,,,
soep-is,DRM12_IS,q12drm_2_2,,,,,,,,
soep-is,DRM12_IS,q12drm_2_3,,,,,,,,
soep-is,DRM12_IS,q12drm_2_4,,,,,,,,
soep-is,DRM12_IS,q12drm_2_5,,,,,,,,
soep-is,DRM12_IS,q12drm_2_6,,,,,,,,
soep-is,DRM12_IS,q12drm_2_7,,,,,,,,
soep-is,DRM12_IS,q12drm_2_8,,,,,,,,
soep-is,DRM12_IS,q12drm_2_9,,,,,,,,
soep-is,DRM12_IS,q12drm_30_1,,,,,,,,
soep-is,DRM12_IS,q12drm_30_10,,,,,,,,
soep-is,DRM12_IS,q12drm_30_11,,,,,,,,
soep-is,DRM12_IS,q12drm_30_12,,,,,,,,
soep-is,DRM12_IS,q12drm_30_13,,,,,,,,
soep-is,DRM12_IS,q12drm_30_2,,,,,,,,
soep-is,DRM12_IS,q12drm_30_3,,,,,,,,
soep-is,DRM12_IS,q12drm_30_4,,,,,,,,
soep-is,DRM12_IS,q12drm_30_5,,,,,,,,
soep-is,DRM12_IS,q12drm_30_6,,,,,,,,
soep-is,DRM12_IS,q12drm_30_7,,,,,,,,
soep-is,DRM12_IS,q12drm_30_8,,,,,,,,
soep-is,DRM12_IS,q12drm_30_9,,,,,,,,
soep-is,DRM12_IS,q12drm_3_1,,,,,,,,
soep-is,DRM12_IS,q12drm_3_10,,,,,,,,
soep-is,DRM12_IS,q12drm_3_11,,,,,,,,
soep-is,DRM12_IS,q12drm_3_12,,,,,,,,
soep-is,DRM12_IS,q12drm_3_13,,,,,,,,
soep-is,DRM12_IS,q12drm_3_2,,,,,,,,
soep-is,DRM12_IS,q12drm_3_3,,,,,,,,
soep-is,DRM12_IS,q12drm_3_4,,,,,,,,
soep-is,DRM12_IS,q12drm_3_5,,,,,,,,
soep-is,DRM12_IS,q12drm_3_6,,,,,,,,
soep-is,DRM12_IS,q12drm_3_7,,,,,,,,
soep-is,DRM12_IS,q12drm_3_8,,,,,,,,
soep-is,DRM12_IS,q12drm_3_9,,,,,,,,
soep-is,DRM12_IS,q12drm_4_1,,,,,,,,
soep-is,DRM12_IS,q12drm_4_10,,,,,,,,
soep-is,DRM12_IS,q12drm_4_11,,,,,,,,
soep-is,DRM12_IS,q12drm_4_12,,,,,,,,
soep-is,DRM12_IS,q12drm_4_13,,,,,,,,
soep-is,DRM12_IS,q12drm_4_2,,,,,,,,
soep-is,DRM12_IS,q12drm_4_3,,,,,,,,
soep-is,DRM12_IS,q12drm_4_4,,,,,,,,
soep-is,DRM12_IS,q12drm_4_5,,,,,,,,
soep-is,DRM12_IS,q12drm_4_6,,,,,,,,
soep-is,DRM12_IS,q12drm_4_7,,,,,,,,
soep-is,DRM12_IS,q12drm_4_8,,,,,,,,
soep-is,DRM12_IS,q12drm_4_9,,,,,,,,
soep-is,DRM12_IS,q12drm_5_1,,,,,,,,
soep-is,DRM12_IS,q12drm_5_10,,,,,,,,
soep-is,DRM12_IS,q12drm_5_11,,,,,,,,
soep-is,DRM12_IS,q12drm_5_12,,,,,,,,
soep-is,DRM12_IS,q12drm_5_13,,,,,,,,
soep-is,DRM12_IS,q12drm_5_2,,,,,,,,
soep-is,DRM12_IS,q12drm_5_3,,,,,,,,
soep-is,DRM12_IS,q12drm_5_4,,,,,,,,
soep-is,DRM12_IS,q12drm_5_5,,,,,,,,
soep-is,DRM12_IS,q12drm_5_6,,,,,,,,
soep-is,DRM12_IS,q12drm_5_7,,,,,,,,
soep-is,DRM12_IS,q12drm_5_8,,,,,,,,
soep-is,DRM12_IS,q12drm_5_9,,,,,,,,
soep-is,DRM12_IS,q12drm_6_1,,,,,,,,
soep-is,DRM12_IS,q12drm_6_10,,,,,,,,
soep-is,DRM12_IS,q12drm_6_11,,,,,,,,
soep-is,DRM12_IS,q12drm_6_12,,,,,,,,
soep-is,DRM12_IS,q12drm_6_13,,,,,,,,
soep-is,DRM12_IS,q12drm_6_2,,,,,,,,
soep-is,DRM12_IS,q12drm_6_3,,,,,,,,
soep-is,DRM12_IS,q12drm_6_4,,,,,,,,
soep-is,DRM12_IS,q12drm_6_5,,,,,,,,
soep-is,DRM12_IS,q12drm_6_6,,,,,,,,
soep-is,DRM12_IS,q12drm_6_7,,,,,,,,
soep-is,DRM12_IS,q12drm_6_8,,,,,,,,
soep-is,DRM12_IS,q12drm_6_9,,,,,,,,
soep-is,DRM12_IS,q12drm_7_1,,,,,,,,
soep-is,DRM12_IS,q12drm_7_10,,,,,,,,
soep-is,DRM12_IS,q12drm_7_11,,,,,,,,
soep-is,DRM12_IS,q12drm_7_12,,,,,,,,
soep-is,DRM12_IS,q12drm_7_13,,,,,,,,
soep-is,DRM12_IS,q12drm_7_2,,,,,,,,
soep-is,DRM12_IS,q12drm_7_3,,,,,,,,
soep-is,DRM12_IS,q12drm_7_4,,,,,,,,
soep-is,DRM12_IS,q12drm_7_5,,,,,,,,
soep-is,DRM12_IS,q12drm_7_6,,,,,,,,
soep-is,DRM12_IS,q12drm_7_7,,,,,,,,
soep-is,DRM12_IS,q12drm_7_8,,,,,,,,
soep-is,DRM12_IS,q12drm_7_9,,,,,,,,
soep-is,DRM12_IS,q12drm_8_1,,,,,,,,
soep-is,DRM12_IS,q12drm_8_10,,,,,,,,
soep-is,DRM12_IS,q12drm_8_11,,,,,,,,
soep-is,DRM12_IS,q12drm_8_12,,,,,,,,
soep-is,DRM12_IS,q12drm_8_13,,,,,,,,
soep-is,DRM12_IS,q12drm_8_2,,,,,,,,
soep-is,DRM12_IS,q12drm_8_3,,,,,,,,
soep-is,DRM12_IS,q12drm_8_4,,,,,,,,
soep-is,DRM12_IS,q12drm_8_5,,,,,,,,
soep-is,DRM12_IS,q12drm_8_6,,,,,,,,
soep-is,DRM12_IS,q12drm_8_7,,,,,,,,
soep-is,DRM12_IS,q12drm_8_8,,,,,,,,
soep-is,DRM12_IS,q12drm_8_9,,,,,,,,
soep-is,DRM12_IS,q12drm_9_1,,,,,,,,
soep-is,DRM12_IS,q12drm_9_10,,,,,,,,
soep-is,DRM12_IS,q12drm_9_11,,,,,,,,
soep-is,DRM12_IS,q12drm_9_12,,,,,,,,
soep-is,DRM12_IS,q12drm_9_13,,,,,,,,
soep-is,DRM12_IS,q12drm_9_2,,,,,,,,
soep-is,DRM12_IS,q12drm_9_3,,,,,,,,
soep-is,DRM12_IS,q12drm_9_4,,,,,,,,
soep-is,DRM12_IS,q12drm_9_5,,,,,,,,
soep-is,DRM12_IS,q12drm_9_6,,,,,,,,
soep-is,DRM12_IS,q12drm_9_7,,,,,,,,
soep-is,DRM12_IS,q12drm_9_8,,,,,,,,
soep-is,DRM12_IS,q12drm_9_9,,,,,,,,
soep-is,DRM12_IS,q1drm_a,,,,,,,,
soep-is,DRM12_IS,q2drm_1,,,,,,,,
soep-is,DRM12_IS,q2drm_10,,,,,,,,
soep-is,DRM12_IS,q2drm_10so,,,,,,,,
soep-is,DRM12_IS,q2drm_11,,,,,,,,
soep-is,DRM12_IS,q2drm_11so,,,,,,,,
soep-is,DRM12_IS,q2drm_12,,,,,,,,
soep-is,DRM12_IS,q2drm_12so,,,,,,,,
soep-is,DRM12_IS,q2drm_13,,,,,,,,
soep-is,DRM12_IS,q2drm_13so,,,,,,,,
soep-is,DRM12_IS,q2drm_14,,,,,,,,
soep-is,DRM12_IS,q2drm_14so,,,,,,,,
soep-is,DRM12_IS,q2drm_15,,,,,,,,
soep-is,DRM12_IS,q2drm_15so,,,,,,,,
soep-is,DRM12_IS,q2drm_16,,,,,,,,
soep-is,DRM12_IS,q2drm_16so,,,,,,,,
soep-is,DRM12_IS,q2drm_17,,,,,,,,
soep-is,DRM12_IS,q2drm_17so,,,,,,,,
soep-is,DRM12_IS,q2drm_18,,,,,,,,
soep-is,DRM12_IS,q2drm_18so,,,,,,,,
soep-is,DRM12_IS,q2drm_19,,,,,,,,
soep-is,DRM12_IS,q2drm_19so,,,,,,,,
soep-is,DRM12_IS,q2drm_1so,,,,,,,,
soep-is,DRM12_IS,q2drm_2,,,,,,,,
soep-is,DRM12_IS,q2drm_20,,,,,,,,
soep-is,DRM12_IS,q2drm_20so,,,,,,,,
soep-is,DRM12_IS,q2drm_21,,,,,,,,
soep-is,DRM12_IS,q2drm_21so,,,,,,,,
soep-is,DRM12_IS,q2drm_22,,,,,,,,
soep-is,DRM12_IS,q2drm_22so,,,,,,,,
soep-is,DRM12_IS,q2drm_23,,,,,,,,
soep-is,DRM12_IS,q2drm_23so,,,,,,,,
soep-is,DRM12_IS,q2drm_24,,,,,,,,
soep-is,DRM12_IS,q2drm_24so,,,,,,,,
soep-is,DRM12_IS,q2drm_25,,,,,,,,
soep-is,DRM12_IS,q2drm_25so,,,,,,,,
soep-is,DRM12_IS,q2drm_26,,,,,,,,
soep-is,DRM12_IS,q2drm_26so,,,,,,,,
soep-is,DRM12_IS,q2drm_27,,,,,,,,
soep-is,DRM12_IS,q2drm_27so,,,,,,,,
soep-is,DRM12_IS,q2drm_28,,,,,,,,
soep-is,DRM12_IS,q2drm_28so,,,,,,,,
soep-is,DRM12_IS,q2drm_29,,,,,,,,
soep-is,DRM12_IS,q2drm_29so,,,,,,,,
soep-is,DRM12_IS,q2drm_2so,,,,,,,,
soep-is,DRM12_IS,q2drm_3,,,,,,,,
soep-is,DRM12_IS,q2drm_30,,,,,,,,
soep-is,DRM12_IS,q2drm_30so,,,,,,,,
soep-is,DRM12_IS,q2drm_3so,,,,,,,,
soep-is,DRM12_IS,q2drm_4,,,,,,,,
soep-is,DRM12_IS,q2drm_4so,,,,,,,,
soep-is,DRM12_IS,q2drm_5,,,,,,,,
soep-is,DRM12_IS,q2drm_5so,,,,,,,,
soep-is,DRM12_IS,q2drm_6,,,,,,,,
soep-is,DRM12_IS,q2drm_6so,,,,,,,,
soep-is,DRM12_IS,q2drm_7,,,,,,,,
soep-is,DRM12_IS,q2drm_7so,,,,,,,,
soep-is,DRM12_IS,q2drm_8,,,,,,,,
soep-is,DRM12_IS,q2drm_8so,,,,,,,,
soep-is,DRM12_IS,q2drm_9,,,,,,,,
soep-is,DRM12_IS,q2drm_9so,,,,,,,,
soep-is,DRM12_IS,q3drm_10s,,,,,,,,
soep-is,DRM12_IS,q3drm_11s,,,,,,,,
soep-is,DRM12_IS,q3drm_12s,,,,,,,,
soep-is,DRM12_IS,q3drm_13s,,,,,,,,
soep-is,DRM12_IS,q3drm_14s,,,,,,,,
soep-is,DRM12_IS,q3drm_15s,,,,,,,,
soep-is,DRM12_IS,q3drm_16s,,,,,,,,
soep-is,DRM12_IS,q3drm_17s,,,,,,,,
soep-is,DRM12_IS,q3drm_18s,,,,,,,,
soep-is,DRM12_IS,q3drm_19s,,,,,,,,
soep-is,DRM12_IS,q3drm_1s,,,,,,,,
soep-is,DRM12_IS,q3drm_20s,,,,,,,,
soep-is,DRM12_IS,q3drm_21s,,,,,,,,
soep-is,DRM12_IS,q3drm_22s,,,,,,,,
soep-is,DRM12_IS,q3drm_23s,,,,,,,,
soep-is,DRM12_IS,q3drm_24s,,,,,,,,
soep-is,DRM12_IS,q3drm_25s,,,,,,,,
soep-is,DRM12_IS,q3drm_26s,,,,,,,,
soep-is,DRM12_IS,q3drm_27s,,,,,,,,
soep-is,DRM12_IS,q3drm_28s,,,,,,,,
soep-is,DRM12_IS,q3drm_29s,,,,,,,,
soep-is,DRM12_IS,q3drm_2s,,,,,,,,
soep-is,DRM12_IS,q3drm_30s,,,,,,,,
soep-is,DRM12_IS,q3drm_3s,,,,,,,,
soep-is,DRM12_IS,q3drm_4s,,,,,,,,
soep-is,DRM12_IS,q3drm_5s,,,,,,,,
soep-is,DRM12_IS,q3drm_6s,,,,,,,,
soep-is,DRM12_IS,q3drm_7s,,,,,,,,
soep-is,DRM12_IS,q3drm_8s,,,,,,,,
