study,questionnaire,answer_list,value,label,label_de,,
soep-is,soep-is-2011,q165b2,9,No answer,Keine Angabe,382,q165b2
soep-is,soep-is-2011,q165c,-2,No answer,Keine Angabe,383,q165c
soep-is,soep-is-2011,q165c,1,"Employed full-time, at least 35 hours per week","Voll berufstätig, also mindestens 35 Wochenstunden",384,q165c
soep-is,soep-is-2011,q165c,2,"Employed part-time, from 20 to 34 hours per week","Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden",385,q165c
soep-is,soep-is-2011,q165c,3,In marginal or irregular employment,Geringfügig oder unregelmäßig beschäftigt,386,q165c
soep-is,soep-is-2011,q165c2,1,No answer,Keine,387,q165c2
soep-is,soep-is-2011,q165c2,2,1 to 9,1 bis 9,388,q165c2
soep-is,soep-is-2011,q165c2,3,10 and more,10 und mehr,389,q165c2
soep-is,soep-is-2011,q165c2,9,No answer,Keine Angabe,390,q165c2
soep-is,soep-is-2011,q165d2,1,Apprentice ,Auszubildende,391,q165d2
soep-is,soep-is-2011,q165d2,2,Trainee/ interim,"Volontäre, Praktikanten u.ä.",392,q165d2
soep-is,soep-is-2011,q165d2,9,No answer,Keine Angabe,393,q165d2
soep-is,soep-is-2011,q165e2,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis,394,q165e2
soep-is,soep-is-2011,q165e2,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,395,q165e2
soep-is,soep-is-2011,q165e2,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,396,q165e2
soep-is,soep-is-2011,q165e2,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter oder technischer Zeichner)",397,q165e2
soep-is,soep-is-2011,q165e2,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter)",398,q165e2
soep-is,soep-is-2011,q165e2,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände)",399,q165e2
soep-is,soep-is-2011,q165e2,9,No answer,Keine Angabe,400,q165e2
soep-is,soep-is-2011,q165f2,-2,No answer,Keine Angabe,401,q165f2
soep-is,soep-is-2011,q165f2,1,Lower level,Einfacher Dienst,402,q165f2
soep-is,soep-is-2011,q165f2,2,Middle level,Mittlerer Dienst,403,q165f2
soep-is,soep-is-2011,q165f2,3,Upper level,Gehobener Dienst,404,q165f2
soep-is,soep-is-2011,q165f2,4,Executive level,Höherer Dienst,405,q165f2
soep-is,soep-is-2011,q166,-2,No answer,Keine Angabe,406,q166
soep-is,soep-is-2011,q166,1,"No, definitely not","Nein, ganz sicher nicht",407,q166
soep-is,soep-is-2011,q166,2,Probably not,Eher unwahrscheinlich,408,q166
soep-is,soep-is-2011,q166,3,Probably,Wahrscheinlich,409,q166
soep-is,soep-is-2011,q166,4,Definitely,Ganz sicher,410,q166
soep-is,soep-is-2011,q167,-2,No answer,Keine Angabe,411,q167
soep-is,soep-is-2011,q167,1,Yes,Ja,412,q167
soep-is,soep-is-2011,q167,2,No,Nein,413,q167
soep-is,soep-is-2011,q168,-2,No answer,Keine Angabe,414,q168
soep-is,soep-is-2011,q168,1,Yes,Ja,415,q168
soep-is,soep-is-2011,q168,2,No,Nein,416,q168
soep-is,soep-is-2011,q169,-2,No answer,Keine Angabe,417,q169
soep-is,soep-is-2011,q169,10,10%,10%,418,q169
soep-is,soep-is-2011,q169,20,20%,20%,419,q169
soep-is,soep-is-2011,q169,30,30%,30%,420,q169
soep-is,soep-is-2011,q169,40,40%,40%,421,q169
soep-is,soep-is-2011,q169,50,50%,50%,422,q169
soep-is,soep-is-2011,q169,60,60%,60%,423,q169
soep-is,soep-is-2011,q169,70,70%,70%,424,q169
soep-is,soep-is-2011,q169,80,80%,80%,425,q169
soep-is,soep-is-2011,q169,90,90%,90%,426,q169
soep-is,soep-is-2011,q169,100,100%,100%,427,q169
soep-is,soep-is-2011,q170,-2,No answer,Keine Angabe,428,q170
soep-is,soep-is-2011,q170,1,Yes,Ja,429,q170
soep-is,soep-is-2011,q170,2,No,Nein,430,q170
soep-is,soep-is-2011,q1701,1,Yes,Ja,431,q1701
soep-is,soep-is-2011,q1701,2,No,Nein,432,q1701
soep-is,soep-is-2011,q1701,9,No answer,Keine Angabe,433,q1701
soep-is,soep-is-2011,q1702,1,Financial reasons,Finanzielle Gründe,434,q1702
soep-is,soep-is-2011,q1702,2,Other reasons,Andere Gründe,435,q1702
soep-is,soep-is-2011,q1702,3,No answer,Keine Angabe,436,q1702
soep-is,soep-is-2011,q171,-2,No answer,Keine Angabe,437,q171
soep-is,soep-is-2011,q171,1,I started working for the first time in my life,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen,438,q171
soep-is,soep-is-2011,q171,2,I returned to a previous employer after a break in employment,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt,439,q171
soep-is,soep-is-2011,q171,3,I started a new job with a different employer (for temporary workers this includes working in a temporary job),Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb),440,q171
soep-is,soep-is-2011,q171,4,I was hired by the company (in which I previously worked as an apprentice / in a job creation measure (ABM) / on a freelance basis),Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig),441,q171
soep-is,soep-is-2011,q171,5,I changed positions within the same company,Habe innerhalb des Unternehmens die Stelle gewechselt,442,q171
soep-is,soep-is-2011,q171,6,I became self-employed,Habe eine neue Tätigkeit als Selbständiger aufgenommen,443,q171
soep-is,soep-is-2011,q173,-2,No answer,Keine Angabe,444,q173
soep-is,soep-is-2011,q173,1,Yes,Ja,445,q173
soep-is,soep-is-2011,q173,2,No,Nein,446,q173
soep-is,soep-is-2011,q175,-2,No answer,Keine Angabe,447,q175
soep-is,soep-is-2011,q175,1,"Blue-collar worker (Arbeiter), including those working in agriculture","Arbeiter, auch in der Landwirtschaft",448,q175
soep-is,soep-is-2011,q175,2,White-collar worker (Angestellte),Angestellte,449,q175
soep-is,soep-is-2011,q175,3,Self-employed (also: Working for a self-employed relative),"Selbständige, einschl. mithelfende Familienangehörige",450,q175
soep-is,soep-is-2011,q175,4,"Civil servant, including judges and professional soldiers","Beamte, einschließlich Richter und Berufssoldaten",451,q175
soep-is,soep-is-2011,q175,5,Apprentice / trainee / intern ,Auszubildende und Praktikanten,452,q175
soep-is,soep-is-2011,q176,-2,No answer,Keine Angabe,453,q176
soep-is,soep-is-2011,q176,1,Yes,Ja,454,q176
soep-is,soep-is-2011,q176,2,No,Nein,455,q176
soep-is,soep-is-2011,q177,-2,No answer,Keine Angabe,456,q177
soep-is,soep-is-2011,q177,1,Unskilled worker (ungelernt),Ungelernte Arbeiter,457,q177
soep-is,soep-is-2011,q177,2,Semi-skilled worker (angelernt),Angelernte Arbeiter,458,q177
soep-is,soep-is-2011,q177,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiter,459,q177
soep-is,soep-is-2011,q177,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiter, Kolonnenführer",460,q177
soep-is,soep-is-2011,q177,5,Master craftsperson (Meister / Polierer),"Meister, Polier",461,q177
soep-is,soep-is-2011,q178,-2,No answer,Keine Angabe,462,q178
soep-is,soep-is-2011,q178,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis,463,q178
soep-is,soep-is-2011,q178,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,464,q178
soep-is,soep-is-2011,q178,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,465,q178
soep-is,soep-is-2011,q178,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner",466,q178
soep-is,soep-is-2011,q178,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter",467,q178
soep-is,soep-is-2011,q178,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände",468,q178
soep-is,soep-is-2011,q18,1,Main tenant,Hauptmieter,469,q18
soep-is,soep-is-2011,q18,2,Subtenant,Untermieter,470,q18
soep-is,soep-is-2011,q18,3,Owner,Eigentümer,471,q18
soep-is,soep-is-2011,q18,4,[Home residents],[Heimbewohner],472,q18
soep-is,soep-is-2011,q180,-2,No answer,Keine Angabe,473,q180
soep-is,soep-is-2011,q180,1,Apprentice / trainee in industry of technology,Auszubildende im gewerblich-technischen Bereich,474,q180
soep-is,soep-is-2011,q180,2,Apprentice / trainee in trade and commerce,Auszubildende im kaufmännischen Bereich,475,q180
soep-is,soep-is-2011,q180,3,"Volunteer, intern, etc","Volontäre, Praktikanten u.ähnliches",476,q180
soep-is,soep-is-2011,q182,-2,No answer,Keine Angabe,490,q182
soep-is,soep-is-2011,q182,1,Yes,Ja,491,q182
soep-is,soep-is-2011,q182,2,No,Nein,492,q182
soep-is,soep-is-2011,q183,-2,No answer,Keine Angabe,493,q183
soep-is,soep-is-2011,q183,1,Permanent contract,Unbefristetes Arbeitsverhältnis,494,q183
soep-is,soep-is-2011,q183,2,Fixed-term contract,Befristetes Arbeitsverhältnis,495,q183
soep-is,soep-is-2011,q184,-2,No answer,Keine Angabe,496,q184
soep-is,soep-is-2011,q184,1,fewer than 5 Â employees,Unter 5 Beschäftigte,497,q184
soep-is,soep-is-2011,q184,2,5-10 employees,5 bis 10 Beschäftigte,498,q184
soep-is,soep-is-2011,q184,3,11-19 employees,11 bis unter 20 Beschäftigte,499,q184
soep-is,soep-is-2011,q184,4,20-99 employeesÂ ,20 bis unter 100 Beschäftigte,500,q184
soep-is,soep-is-2011,q184,5,100-199 employees,100 bis unter 200 Beschäftigte,501,q184
soep-is,soep-is-2011,q184,6,"200-1,999 employees",200 bis unter 2000 Beschäftigte,502,q184
soep-is,soep-is-2011,q184,7,2000 or more employees,2000 und mehr Beschäftigte,503,q184
soep-is,soep-is-2011,q18801,-2,No answer,Keine Angabe,506,q18801
soep-is,soep-is-2011,q18801,1,"No, never","Nein, nie",507,q18801
soep-is,soep-is-2011,q18801,2,Every day,"Ja, und zwar täglich",508,q18801
soep-is,soep-is-2011,q18801,3,Several times per week,"Ja, und zwar mehrmals in der Woche",509,q18801
soep-is,soep-is-2011,q18801,4,For a week at a time (alternating shifts),"Ja, und zwar wochenweise (Wechselschicht)",510,q18801
soep-is,soep-is-2011,q18801,5,"Less often, only when needed","Ja, und zwar seltener, nur bei Bedarf",511,q18801
soep-is,soep-is-2011,q18802,-2,No answer,Keine Angabe,512,q18802
soep-is,soep-is-2011,q18802,1,"No, never","Nein, nie",513,q18802
soep-is,soep-is-2011,q18802,2,Every week,"Ja, und zwar jede Woche",514,q18802
soep-is,soep-is-2011,q18802,3,Every other week,"Ja, und zwar alle zwei Wochen",515,q18802
soep-is,soep-is-2011,q18802,4,Every 3-4 weeks,"Ja, und zwar alle drei bis vier Wochen",516,q18802
soep-is,soep-is-2011,q18802,5,Less often,"Ja, und zwar seltener",517,q18802
soep-is,soep-is-2011,q189,-2,No answer,Keine Angabe,518,q189
soep-is,soep-is-2011,q189,1,Yes,Ja,519,q189
soep-is,soep-is-2011,q189,2,No,Nein,520,q189
soep-is,soep-is-2011,q190,-2,No answer,Keine Angabe,522,q190
soep-is,soep-is-2011,q190,1,Daily,Täglich,523,q190
soep-is,soep-is-2011,q190,2,Weekly,Wöchentlich,524,q190
soep-is,soep-is-2011,q190,3,Less often ,Seltener,525,q190
soep-is,soep-is-2011,q193,-2,No answer,Keine Angabe,531,q193
soep-is,soep-is-2011,q193,1,Yes,Ja,532,q193
soep-is,soep-is-2011,q193,2,No,Nein,533,q193
soep-is,soep-is-2011,q195,-2,No answer,Keine Angabe,535,q195
soep-is,soep-is-2011,q195,1,Yes,Ja,536,q195
soep-is,soep-is-2011,q195,2,No,Nein,537,q195
soep-is,soep-is-2011,q198,-2,No answer,Keine Angabe,542,q198
soep-is,soep-is-2011,q198,1,Strongly disagree,Stimme gar nicht zu,543,q198
soep-is,soep-is-2011,q198,2,Disagree,Stimme eher nicht zu,544,q198
soep-is,soep-is-2011,q198,3,Agree,Stimme eher zu,545,q198
soep-is,soep-is-2011,q198,4,Strongly agree,Stimme voll zu,546,q198
soep-is,soep-is-2011,q199,-2,No answer,Keine Angabe,547,q199
soep-is,soep-is-2011,q199,1,Yes,Ja,548,q199
soep-is,soep-is-2011,q199,2,No,Nein,549,q199
soep-is,soep-is-2011,q20,1,Yes,Ja,550,q20
soep-is,soep-is-2011,q20,2,No,Nein,551,q20
soep-is,soep-is-2011,q200,-2,No answer,Keine Angabe,552,q200
soep-is,soep-is-2011,q200,1,Not at all,Gar nicht,553,q200
soep-is,soep-is-2011,q200,2,Not much,Mäßig,554,q200
soep-is,soep-is-2011,q200,3,A bit,Stark,555,q200
soep-is,soep-is-2011,q200,4,A lot,Sehr stark,556,q200
soep-is,soep-is-2011,q201,-2,No answer,Keine Angabe,557,q201
soep-is,soep-is-2011,q201,1,Yes,Ja,558,q201
soep-is,soep-is-2011,q201,2,No,Nein,559,q201
soep-is,soep-is-2011,q202,-2,No answer,Keine Angabe,560,q202
soep-is,soep-is-2011,q202,1,Not at all,Gar nicht,561,q202
soep-is,soep-is-2011,q202,2,Not much,Mäßig,562,q202
soep-is,soep-is-2011,q202,3,A bit,Stark,563,q202
soep-is,soep-is-2011,q202,4,A lot,Sehr stark,564,q202
soep-is,soep-is-2011,q203,-1,No answer,Keine Angabe,565,q203
soep-is,soep-is-2011,q203,1,Completely disagree,Stimme überhaupt nicht zu,566,q203
soep-is,soep-is-2011,q203,2,Rather disagree,Stimme eher nicht zu,567,q203
soep-is,soep-is-2011,q203,3,Neither agree nor disagree,Stimme weder zu noch lehne ich ab,568,q203
soep-is,soep-is-2011,q203,4,Rather agree,Stimme eher zu,569,q203
soep-is,soep-is-2011,q203,5,Completely agree,Stimme voll und ganz zu,570,q203
soep-is,soep-is-2011,q204,-1,No answer,Keine Angabe,571,q204
soep-is,soep-is-2011,q204,1,Completely disagree,Stimme überhaupt nicht zu,572,q204
soep-is,soep-is-2011,q204,2,Rather disagree,Stimme eher nicht zu,573,q204
soep-is,soep-is-2011,q204,3,Neither agree nor disagree,Stimme weder zu noch lehne ich ab,574,q204
soep-is,soep-is-2011,q204,4,Rather agree,Stimme eher zu,575,q204
soep-is,soep-is-2011,q204,5,Completely agree,Stimme voll und ganz zu,576,q204
soep-is,soep-is-2011,q204,6,Don't know,Weiß nicht,577,q204
soep-is,soep-is-2011,q206,-2,No answer,Keine Angabe,578,q206
soep-is,soep-is-2011,q206,1,Yes,Ja,579,q206
soep-is,soep-is-2011,q206,2,No,Nein,580,q206
soep-is,soep-is-2011,q208,-2,No answer,Keine Angabe,581,q208
soep-is,soep-is-2011,q208,1,Yes,Ja,582,q208
soep-is,soep-is-2011,q208,2,No,Nein,583,q208
soep-is,soep-is-2011,q209,-2,No answer,Keine Angabe,584,q209
soep-is,soep-is-2011,q209,1,None,Keinen Schulabschluss,585,q209
soep-is,soep-is-2011,q209,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; 8. Klasse POS,586,q209
soep-is,soep-is-2011,q209,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",587,q209
soep-is,soep-is-2011,q209,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; EOS",588,q209
soep-is,soep-is-2011,q209,5,Other type of school,Anderen Schulabschluss,589,q209
soep-is,soep-is-2011,q209,6,Don't know,Weiß nicht,590,q209
soep-is,soep-is-2011,q21,-1,No answer,Keine Angabe,591,q21
soep-is,soep-is-2011,q21,1,"Yes, completely included","Ja, ganz enthalten",592,q21
soep-is,soep-is-2011,q21,2,"Yes, partially included","Ja, teilweise enthalten",593,q21
soep-is,soep-is-2011,q21,3,No,Nein,594,q21
soep-is,soep-is-2011,q21,4,Don't know,Weiß nicht,595,q21
soep-is,soep-is-2011,q210,-2,No answer,Keine Angabe,596,q210
soep-is,soep-is-2011,q210,1,"Yes, vocational training","Ja, berufliche Ausbildung",597,q210
soep-is,soep-is-2011,q210,2,"Yes, university degree","Ja, Hochschulstudium",598,q210
soep-is,soep-is-2011,q210,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung",599,q210
soep-is,soep-is-2011,q210,4,Don't know,Weiß nicht,600,q210
soep-is,soep-is-2011,q211,-2,No answer,Keine Angabe,601,q211
soep-is,soep-is-2011,q211,1,"Blue-collar worker, also in agriculture","Arbeiter, auch in der Landwirtschaft",602,q211
soep-is,soep-is-2011,q211,2,White-collar worker,Angestellter,603,q211
soep-is,soep-is-2011,q211,3,Civil servant or public administration employee (including judges and professional soldiers),Beamter einschließlich Richter und Berufssoldat,604,q211
soep-is,soep-is-2011,q211,4,Self-employed (also those working for a self-employed family member),Selbständiger beziehungsweise mithelfender Familienangehöriger,605,q211
soep-is,soep-is-2011,q211,5,Was not employed,War nicht erwerbstätig,606,q211
soep-is,soep-is-2011,q211,6,Was deceased,War verstorben,607,q211
soep-is,soep-is-2011,q211,7,Don't know,Weiß nicht,608,q211
soep-is,soep-is-2011,q212,-2,No answer,Keine Angabe,609,q212
soep-is,soep-is-2011,q212,1,Unskilled worker (ungelernt),Ungelernte Arbeiter,610,q212
soep-is,soep-is-2011,q212,2,Semi-skilled worker (angelernt),Angelernte Arbeiter,611,q212
soep-is,soep-is-2011,q212,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiter,612,q212
soep-is,soep-is-2011,q212,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiter, Kolonnenführer",613,q212
soep-is,soep-is-2011,q212,5,Master craftsperson (Meister / Polierer),"Meister, Polier",614,q212
soep-is,soep-is-2011,q212,6,Don't know,Weiß nicht,615,q212
soep-is,soep-is-2011,q213,-2,No answer,Keine Angabe,616,q213
soep-is,soep-is-2011,q213,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis,617,q213
soep-is,soep-is-2011,q213,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,618,q213
soep-is,soep-is-2011,q213,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,619,q213
soep-is,soep-is-2011,q213,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner",620,q213
soep-is,soep-is-2011,q213,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter",621,q213
soep-is,soep-is-2011,q213,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände",622,q213
soep-is,soep-is-2011,q213,7,Don't know,Weiß nicht,623,q213
soep-is,soep-is-2011,q214,-2,No answer,Keine Angabe,624,q214
soep-is,soep-is-2011,q214,1,Lower level,Einfacher Dienst,625,q214
